ko:K16238	kpv:KPNIH29_05445
ko:K20034	kpv:KPNIH29_10035
ko:K22443	kpv:KPNIH29_09445
ko:K20074	kpv:KPNIH29_10265
ko:K07484	kpv:KPNIH29_02985
ko:K07484	kpv:KPNIH29_27210
ko:K07484	kpv:KPNIH29_27270
ko:K07484	kpv:KPNIH29_27515
ko:K12132	kpv:KPNIH29_10260
ko:K14238	kpv:KPNIH29_25680
ko:K14230	kpv:KPNIH29_07810
ko:K14230	kpv:KPNIH29_07830
ko:K14219	kpv:KPNIH29_06370
ko:K14237	kpv:KPNIH29_14955
ko:K14237	kpv:KPNIH29_14950
ko:K01980	kpv:KPNIH29_04960
ko:K21265	kpv:KPNIH29_03295
ko:K01139	kpv:KPNIH29_25565
ko:K14221	kpv:KPNIH29_00560
ko:K14221	kpv:KPNIH29_05025
ko:K14221	kpv:KPNIH29_04970
ko:K14226	kpv:KPNIH29_00745
ko:K14232	kpv:KPNIH29_00755
ko:K14234	kpv:KPNIH29_01040
ko:K14234	kpv:KPNIH29_01055
ko:K14234	kpv:KPNIH29_23890
ko:K14236	kpv:KPNIH29_01045
ko:K14236	kpv:KPNIH29_16005
ko:K14236	kpv:KPNIH29_16000
ko:K14225	kpv:KPNIH29_02195
ko:K14225	kpv:KPNIH29_02200
ko:K14225	kpv:KPNIH29_02205
ko:K14225	kpv:KPNIH29_17060
ko:K01980	kpv:KPNIH29_01240
ko:K14231	kpv:KPNIH29_01970
ko:K14231	kpv:KPNIH29_22500
ko:K14234	kpv:KPNIH29_05285
ko:K14223	kpv:KPNIH29_07815
ko:K14223	kpv:KPNIH29_07820
ko:K14228	kpv:KPNIH29_07825
ko:K14229	kpv:KPNIH29_08115
ko:K14229	kpv:KPNIH29_08140
ko:K14229	kpv:KPNIH29_19115
ko:K14229	kpv:KPNIH29_08125
ko:K14229	kpv:KPNIH29_08145
ko:K14229	kpv:KPNIH29_08135
ko:K14237	kpv:KPNIH29_08120
ko:K14237	kpv:KPNIH29_19100
ko:K14237	kpv:KPNIH29_19105
ko:K14237	kpv:KPNIH29_08130
ko:K14237	kpv:KPNIH29_19110
ko:K14218	kpv:KPNIH29_19075
ko:K14218	kpv:KPNIH29_19080
ko:K14233	kpv:KPNIH29_20600
ko:K14230	kpv:KPNIH29_21320
ko:K14230	kpv:KPNIH29_21330
ko:K14230	kpv:KPNIH29_21325
ko:K14230	kpv:KPNIH29_23435
ko:K14225	kpv:KPNIH29_22050
ko:K07686	kpv:KPNIH29_26025
ko:K14232	kpv:KPNIH29_18415
ko:K14219	kpv:KPNIH29_20575
ko:K14219	kpv:KPNIH29_20585
ko:K14219	kpv:KPNIH29_20595
ko:K14219	kpv:KPNIH29_20590
ko:K01980	kpv:KPNIH29_23900
ko:K14225	kpv:KPNIH29_01050
ko:K01612	kpv:KPNIH29_20950
ko:K00526	kpv:KPNIH29_18510
ko:K20542	kpv:KPNIH29_24950
ko:K20542	kpv:KPNIH29_24990
ko:K20543	kpv:KPNIH29_25000
ko:K20543	kpv:KPNIH29_24945
ko:K19591	kpv:KPNIH29_06265
ko:K03198	kpv:KPNIH29_26510
ko:K03200	kpv:KPNIH29_26520
ko:K20541	kpv:KPNIH29_24955
ko:K21759	kpv:KPNIH29_20945
ko:K20541	kpv:KPNIH29_25005
ko:K22602	kpv:KPNIH29_13670
ko:K22132	kpv:KPNIH29_21310
ko:K22003	kpv:KPNIH29_16355
ko:K00130	kpv:KPNIH29_07255
ko:K00632	kpv:KPNIH29_00970
ko:K03199	kpv:KPNIH29_26515
ko:K03195	kpv:KPNIH29_26545
ko:K18301	kpv:KPNIH29_15650
ko:K02438	kpv:KPNIH29_24510
ko:K02790	kpv:KPNIH29_12000
ko:K02791	kpv:KPNIH29_12000
ko:K01200	kpv:KPNIH29_04665
ko:K21029	kpv:KPNIH29_08685
ko:K04333	kpv:KPNIH29_22415
ko:K21085	kpv:KPNIH29_17135
ko:K21088	kpv:KPNIH29_13800
ko:K21021	kpv:KPNIH29_20010
ko:K21086	kpv:KPNIH29_21820
ko:K02495	kpv:KPNIH29_00140
ko:K08968	kpv:KPNIH29_16735
ko:K13075	kpv:KPNIH29_13485
ko:K21028	kpv:KPNIH29_10775
ko:K13609	kpv:KPNIH29_03485
ko:K00821	kpv:KPNIH29_24240
ko:K21090	kpv:KPNIH29_16640
ko:K00525	kpv:KPNIH29_18505
ko:K00525	kpv:KPNIH29_20480
ko:K00632	kpv:KPNIH29_18935
ko:K02314	kpv:KPNIH29_01455
ko:K06223	kpv:KPNIH29_10190
ko:K01160	kpv:KPNIH29_10195
ko:K06223	kpv:KPNIH29_12180
ko:K01160	kpv:KPNIH29_12185
ko:K03791	kpv:KPNIH29_12220
ko:K07451	kpv:KPNIH29_12240
ko:K06197	kpv:KPNIH29_16115
ko:K03676	kpv:KPNIH29_25320
ko:K18640	kpv:KPNIH29_01885
ko:K07336	kpv:KPNIH29_10965
ko:K06904	kpv:KPNIH29_12265
ko:K06191	kpv:KPNIH29_20470
ko:K03553	kpv:KPNIH29_20620
ko:K02316	kpv:KPNIH29_22870
ko:K01520	kpv:KPNIH29_25455
ko:K06909	kpv:KPNIH29_06515
ko:K09961	kpv:KPNIH29_06520
ko:K07313	kpv:KPNIH29_16765
ko:K09960	kpv:KPNIH29_06530
ko:K04068	kpv:KPNIH29_02640
ko:K00558	kpv:KPNIH29_17155
ko:K00558	kpv:KPNIH29_26460
ko:K00857	kpv:KPNIH29_15960
ko:K00560	kpv:KPNIH29_21605
ko:K06223	kpv:KPNIH29_24310
ko:K06217	kpv:KPNIH29_07785
ko:K06866	kpv:KPNIH29_19890
ko:K02315	kpv:KPNIH29_03610
ko:K00287	kpv:KPNIH29_04035
ko:K06919	kpv:KPNIH29_05245
ko:K06217	kpv:KPNIH29_09625
ko:K03546	kpv:KPNIH29_05600
ko:K02335	kpv:KPNIH29_00125
ko:K05711	kpv:KPNIH29_19735
ko:K03292	kpv:KPNIH29_04410
ko:K01582	kpv:KPNIH29_06750
ko:K00526	kpv:KPNIH29_20485
ko:K05799	kpv:KPNIH29_04425
ko:K20938	kpv:KPNIH29_21210
ko:K02032	kpv:KPNIH29_07160
ko:K02032	kpv:KPNIH29_15060
ko:K02032	kpv:KPNIH29_07220
ko:K02485	kpv:KPNIH29_15980
ko:K05934	kpv:KPNIH29_21385
ko:K14333	kpv:KPNIH29_00645
ko:K03292	kpv:KPNIH29_22600
ko:K03973	kpv:KPNIH29_11245
ko:K13695	kpv:KPNIH29_15770
ko:K00146	kpv:KPNIH29_11700
ko:K03892	kpv:KPNIH29_21985
ko:K03651	kpv:KPNIH29_02835
ko:K21470	kpv:KPNIH29_09180
ko:K01451	kpv:KPNIH29_06905
ko:K01420	kpv:KPNIH29_12105
ko:K00863	kpv:KPNIH29_23000
ko:K01451	kpv:KPNIH29_11220
ko:K21698	kpv:KPNIH29_23765
ko:K21695	kpv:KPNIH29_23760
ko:K00875	kpv:KPNIH29_18000
ko:K21948	kpv:KPNIH29_12765
ko:K13638	kpv:KPNIH29_23970
ko:K21973	kpv:KPNIH29_12735
ko:K21963	kpv:KPNIH29_05350
ko:K21965	kpv:KPNIH29_05360
ko:K21974	kpv:KPNIH29_08260
ko:K21975	kpv:KPNIH29_08255
ko:K21966	kpv:KPNIH29_05365
ko:K21968	kpv:KPNIH29_05375
ko:K21976	kpv:KPNIH29_08250
ko:K21990	kpv:KPNIH29_18955
ko:K22041	kpv:KPNIH29_09930
ko:K22015	kpv:KPNIH29_01735
ko:K22015	kpv:KPNIH29_01740
ko:K22015	kpv:KPNIH29_15360
ko:K22044	kpv:KPNIH29_08565
ko:K22051	kpv:KPNIH29_02165
ko:K21964	kpv:KPNIH29_05355
ko:K21967	kpv:KPNIH29_05370
ko:K21972	kpv:KPNIH29_08270
ko:K21973	kpv:KPNIH29_08265
ko:K08319	kpv:KPNIH29_12770
ko:K15576	kpv:KPNIH29_16085
ko:K22131	kpv:KPNIH29_12755
ko:K05275	kpv:KPNIH29_21805
ko:K14274	kpv:KPNIH29_19990
ko:K22024	kpv:KPNIH29_10000
ko:K22129	kpv:KPNIH29_10005
ko:K13874	kpv:KPNIH29_13240
ko:K22130	kpv:KPNIH29_12760
ko:K03595	kpv:KPNIH29_19830
ko:K22105	kpv:KPNIH29_00510
ko:K22110	kpv:KPNIH29_21780
ko:K08994	kpv:KPNIH29_14010
ko:K03077	kpv:KPNIH29_04115
ko:K15634	kpv:KPNIH29_03815
ko:K02257	kpv:KPNIH29_05870
ko:K22293	kpv:KPNIH29_12665
ko:K13566	kpv:KPNIH29_05040
ko:K11206	kpv:KPNIH29_07645
ko:K00424	kpv:KPNIH29_08070
ko:K22489	kpv:KPNIH29_20960
ko:K22601	kpv:KPNIH29_13680
