ko:K19744	pfw:PF1751_v1c20450
ko:K01816	pfw:PF1751_v1c20770
ko:K05275	pfw:PF1751_v1c25320
ko:K13874	pfw:PF1751_v1c14760
ko:K14274	pfw:PF1751_v1c20660
ko:K03595	pfw:PF1751_v1c10190
ko:K07183	pfw:PF1751_v1c41170
ko:K00304	pfw:PF1751_v1c50780
ko:K00302	pfw:PF1751_v1c50770
ko:K22187	pfw:PF1751_v1c08200
ko:K08994	pfw:PF1751_v1c27030
ko:K08994	pfw:PF1751_v1c20560
ko:K22185	pfw:PF1751_v1c20710
ko:K13875	pfw:PF1751_v1c20620
ko:K22278	pfw:PF1751_v1c10310
ko:K22250	pfw:PF1751_v1c24960
ko:K12242	pfw:PF1751_v1c25700
ko:K22292	pfw:PF1751_v1c16060
ko:K22250	pfw:PF1751_v1c03720
ko:K22302	pfw:PF1751_v1c36180
ko:K22296	pfw:PF1751_v1c24720
ko:K22345	pfw:PF1751_v1c46110
ko:K17758	pfw:PF1751_v1c04830
ko:K02257	pfw:PF1751_v1c00670
ko:K02257	pfw:PF1751_v1c45820
ko:K11391	pfw:PF1751_v1c47630
ko:K01505	pfw:PF1751_v1c33520
ko:K11206	pfw:PF1751_v1c08360
ko:K13566	pfw:PF1751_v1c45360
ko:K22491	pfw:PF1751_v1c46040
ko:K22491	pfw:PF1751_v1c07200
ko:K22486	pfw:PF1751_v1c41130
ko:K03219	pfw:PF1751_v1c41150
ko:K22551	pfw:PF1751_v1c20260
