ko:K19272	kpc:KPNIH10_26765
ko:K03582	kpc:KPNIH10_21385
ko:K01407	kpc:KPNIH10_21390
ko:K03583	kpc:KPNIH10_21395
ko:K02681	kpc:KPNIH10_21400
ko:K02680	kpc:KPNIH10_21410
ko:K02679	kpc:KPNIH10_21415
ko:K13292	kpc:KPNIH10_21425
ko:K08484	kpc:KPNIH10_21430
ko:K08311	kpc:KPNIH10_21435
ko:K03573	kpc:KPNIH10_21440
ko:K08227	kpc:KPNIH10_21460
ko:K05939	kpc:KPNIH10_21465
ko:K02529	kpc:KPNIH10_21475
ko:K13637	kpc:KPNIH10_21485
ko:K05350	kpc:KPNIH10_21490
ko:K02761	kpc:KPNIH10_21495
ko:K01586	kpc:KPNIH10_21505
ko:K10193	kpc:KPNIH10_21525
ko:K10194	kpc:KPNIH10_21530
ko:K10195	kpc:KPNIH10_21535
ko:K10192	kpc:KPNIH10_21540
ko:K19510	kpc:KPNIH10_03370
ko:K19577	kpc:KPNIH10_14690
ko:K19507	kpc:KPNIH10_03350
ko:K06884	kpc:KPNIH10_10095
ko:K06884	kpc:KPNIH10_13905
ko:K06884	kpc:KPNIH10_09540
ko:K02532	kpc:KPNIH10_08530
ko:K14219	kpc:KPNIH10_00765
ko:K19611	kpc:KPNIH10_07170
ko:K11209	kpc:KPNIH10_18345
ko:K15634	kpc:KPNIH10_13605
ko:K19506	kpc:KPNIH10_03345
ko:K19508	kpc:KPNIH10_03355
ko:K19509	kpc:KPNIH10_03360
ko:K19061	kpc:KPNIH10_26750
ko:K19509	kpc:KPNIH10_06905
ko:K02796	kpc:KPNIH10_16440
ko:K19585	kpc:KPNIH10_20135
ko:K19697	kpc:KPNIH10_21350
ko:K19688	kpc:KPNIH10_08535
ko:K01980	kpc:KPNIH10_00085
ko:K14230	kpc:KPNIH10_22945
ko:K19776	kpc:KPNIH10_26180
ko:K19775	kpc:KPNIH10_23185
ko:K19778	kpc:KPNIH10_22955
ko:K19778	kpc:KPNIH10_22980
ko:K08172	kpc:KPNIH10_17210
ko:K19784	kpc:KPNIH10_26265
ko:K00799	kpc:KPNIH10_08545
ko:K00799	kpc:KPNIH10_04960
ko:K06131	kpc:KPNIH10_08250
ko:K00799	kpc:KPNIH10_18340
ko:K07119	kpc:KPNIH10_14255
ko:K15777	kpc:KPNIH10_22810
ko:K07147	kpc:KPNIH10_23845
ko:K20938	kpc:KPNIH10_21030
ko:K01271	kpc:KPNIH10_00990
ko:K02031	kpc:KPNIH10_17560
ko:K02032	kpc:KPNIH10_17555
ko:K07274	kpc:KPNIH10_10320
ko:K01185	kpc:KPNIH10_06315
ko:K19802	kpc:KPNIH10_11130
ko:K02464	kpc:KPNIH10_04385
ko:K19803	kpc:KPNIH10_17925
ko:K19804	kpc:KPNIH10_10810
ko:K21613	kpc:KPNIH10_14200
ko:K07484	kpc:KPNIH10_26640
ko:K07484	kpc:KPNIH10_26545
ko:K19956	kpc:KPNIH10_01290
ko:K07662	kpc:KPNIH10_00375
ko:K19810	kpc:KPNIH10_02025
ko:K15540	kpc:KPNIH10_06540
ko:K21638	kpc:KPNIH10_01550
ko:K21636	kpc:KPNIH10_02525
ko:K00086	kpc:KPNIH10_23015
ko:K22468	kpc:KPNIH10_14005
ko:K00525	kpc:KPNIH10_18100
ko:K21405	kpc:KPNIH10_20250
ko:K00040	kpc:KPNIH10_17915
ko:K20034	kpc:KPNIH10_09980
ko:K22443	kpc:KPNIH10_09455
ko:K07484	kpc:KPNIH10_26630
ko:K14238	kpc:KPNIH10_25785
ko:K14230	kpc:KPNIH10_07625
ko:K14230	kpc:KPNIH10_07645
ko:K14219	kpc:KPNIH10_06155
ko:K14237	kpc:KPNIH10_14750
ko:K14237	kpc:KPNIH10_14745
ko:K14220	kpc:KPNIH10_06305
ko:K21265	kpc:KPNIH10_03090
ko:K01139	kpc:KPNIH10_25675
ko:K01980	kpc:KPNIH10_01235
ko:K07686	kpc:KPNIH10_26050
ko:K01612	kpc:KPNIH10_20780
ko:K00526	kpc:KPNIH10_18105
ko:K14225	kpc:KPNIH10_01060
ko:K14225	kpc:KPNIH10_02110
ko:K14225	kpc:KPNIH10_16815
ko:K14225	kpc:KPNIH10_02115
ko:K14225	kpc:KPNIH10_02120
ko:K14225	kpc:KPNIH10_21830
ko:K20542	kpc:KPNIH10_25065
ko:K20542	kpc:KPNIH10_25105
ko:K20543	kpc:KPNIH10_25115
ko:K20543	kpc:KPNIH10_25060
ko:K19591	kpc:KPNIH10_06055
ko:K20541	kpc:KPNIH10_25070
ko:K19060	kpc:KPNIH10_26745
ko:K21759	kpc:KPNIH10_20775
ko:K20541	kpc:KPNIH10_25120
ko:K22602	kpc:KPNIH10_13500
ko:K03892	kpc:KPNIH10_26935
ko:K12063	kpc:KPNIH10_27660
ko:K22132	kpc:KPNIH10_21120
ko:K22003	kpc:KPNIH10_16155
ko:K00130	kpc:KPNIH10_07080
ko:K00632	kpc:KPNIH10_00980
ko:K14234	kpc:KPNIH10_01050
ko:K14234	kpc:KPNIH10_01065
ko:K14234	kpc:KPNIH10_24025
ko:K14220	kpc:KPNIH10_16940
ko:K14220	kpc:KPNIH10_17025
ko:K14220	kpc:KPNIH10_17015
ko:K14220	kpc:KPNIH10_16975
ko:K14218	kpc:KPNIH10_00575
ko:K01980	kpc:KPNIH10_24035
ko:K14219	kpc:KPNIH10_20410
ko:K14219	kpc:KPNIH10_20425
ko:K14219	kpc:KPNIH10_20415
ko:K14219	kpc:KPNIH10_20420
ko:K18301	kpc:KPNIH10_15435
ko:K02438	kpc:KPNIH10_24645
ko:K02790	kpc:KPNIH10_12085
ko:K02791	kpc:KPNIH10_12085
ko:K14229	kpc:KPNIH10_07930
ko:K14229	kpc:KPNIH10_07950
ko:K14229	kpc:KPNIH10_07955
ko:K14229	kpc:KPNIH10_07960
ko:K14229	kpc:KPNIH10_07940
ko:K14229	kpc:KPNIH10_18655
ko:K14228	kpc:KPNIH10_07640
ko:K14218	kpc:KPNIH10_04735
ko:K14218	kpc:KPNIH10_01020
ko:K14218	kpc:KPNIH10_18615
ko:K14218	kpc:KPNIH10_18620
ko:K14230	kpc:KPNIH10_21130
ko:K14230	kpc:KPNIH10_23480
ko:K14230	kpc:KPNIH10_21140
ko:K14230	kpc:KPNIH10_21135
ko:K14227	kpc:KPNIH10_00570
ko:K14227	kpc:KPNIH10_04730
ko:K14227	kpc:KPNIH10_01015
ko:K14231	kpc:KPNIH10_01905
ko:K14231	kpc:KPNIH10_22255
ko:K14232	kpc:KPNIH10_00780
ko:K14219	kpc:KPNIH10_19185
ko:K11529	kpc:KPNIH10_10690
ko:K02487	kpc:KPNIH10_22505
ko:K01200	kpc:KPNIH10_04450
ko:K21029	kpc:KPNIH10_08485
ko:K21086	kpc:KPNIH10_21625
ko:K04333	kpc:KPNIH10_22175
ko:K21085	kpc:KPNIH10_16890
ko:K21088	kpc:KPNIH10_13650
ko:K21021	kpc:KPNIH10_19790
ko:K02495	kpc:KPNIH10_00140
ko:K13075	kpc:KPNIH10_13325
ko:K21028	kpc:KPNIH10_10465
ko:K08968	kpc:KPNIH10_16505
ko:K13609	kpc:KPNIH10_03270
ko:K00821	kpc:KPNIH10_24375
ko:K21090	kpc:KPNIH10_16420
ko:K00525	kpc:KPNIH10_20325
ko:K00632	kpc:KPNIH10_18505
ko:K18640	kpc:KPNIH10_01825
ko:K04068	kpc:KPNIH10_02520
ko:K02315	kpc:KPNIH10_03390
ko:K06919	kpc:KPNIH10_05030
ko:K02314	kpc:KPNIH10_01480
ko:K06919	kpc:KPNIH10_02835
ko:K00287	kpc:KPNIH10_03845
ko:K03546	kpc:KPNIH10_05395
ko:K02314	kpc:KPNIH10_06235
ko:K14744	kpc:KPNIH10_06320
ko:K09961	kpc:KPNIH10_06345
ko:K07313	kpc:KPNIH10_16535
ko:K00558	kpc:KPNIH10_16910
ko:K06217	kpc:KPNIH10_07600
ko:K06217	kpc:KPNIH10_09630
ko:K07455	kpc:KPNIH10_19305
ko:K03553	kpc:KPNIH10_20450
ko:K00560	kpc:KPNIH10_21420
ko:K02316	kpc:KPNIH10_22930
ko:K06904	kpc:KPNIH10_23935
ko:K06919	kpc:KPNIH10_23955
ko:K06223	kpc:KPNIH10_24440
ko:K07455	kpc:KPNIH10_27235
ko:K07474	kpc:KPNIH10_27330
ko:K03791	kpc:KPNIH10_27445
ko:K18640	kpc:KPNIH10_28105
ko:K02335	kpc:KPNIH10_00125
ko:K06223	kpc:KPNIH10_08640
ko:K01185	kpc:KPNIH10_08715
ko:K06903	kpc:KPNIH10_08750
ko:K06907	kpc:KPNIH10_08790
ko:K06908	kpc:KPNIH10_08795
ko:K06906	kpc:KPNIH10_08810
ko:K06905	kpc:KPNIH10_08815
ko:K06866	kpc:KPNIH10_19675
ko:K02314	kpc:KPNIH10_22560
ko:K03676	kpc:KPNIH10_25455
ko:K01520	kpc:KPNIH10_25590
ko:K14623	kpc:KPNIH10_26135
ko:K06905	kpc:KPNIH10_19885
ko:K06906	kpc:KPNIH10_19890
ko:K06908	kpc:KPNIH10_19905
ko:K06907	kpc:KPNIH10_19910
ko:K06903	kpc:KPNIH10_19940
ko:K01185	kpc:KPNIH10_19975
ko:K06223	kpc:KPNIH10_20060
ko:K06191	kpc:KPNIH10_20315
ko:K07336	kpc:KPNIH10_10645
ko:K06919	kpc:KPNIH10_11290
ko:K06909	kpc:KPNIH10_11340
ko:K09961	kpc:KPNIH10_11345
ko:K09960	kpc:KPNIH10_11355
ko:K00857	kpc:KPNIH10_15735
ko:K06197	kpc:KPNIH10_15875
ko:K03791	kpc:KPNIH10_19065
ko:K07474	kpc:KPNIH10_19200
ko:K03292	kpc:KPNIH10_04200
ko:K01582	kpc:KPNIH10_06580
ko:K00526	kpc:KPNIH10_20330
ko:K05799	kpc:KPNIH10_04210
ko:K02032	kpc:KPNIH10_14850
ko:K02032	kpc:KPNIH10_07045
ko:K02485	kpc:KPNIH10_15750
ko:K05934	kpc:KPNIH10_21195
ko:K03292	kpc:KPNIH10_22670
ko:K21416	kpc:KPNIH10_05015
ko:K21417	kpc:KPNIH10_05010
ko:K03973	kpc:KPNIH10_11085
ko:K13695	kpc:KPNIH10_15560
ko:K00146	kpc:KPNIH10_11835
ko:K21470	kpc:KPNIH10_09195
ko:K03651	kpc:KPNIH10_02740
ko:K01451	kpc:KPNIH10_06715
ko:K01420	kpc:KPNIH10_12175
ko:K00863	kpc:KPNIH10_23060
ko:K01451	kpc:KPNIH10_11060
ko:K21698	kpc:KPNIH10_23800
ko:K21695	kpc:KPNIH10_23795
ko:K00875	kpc:KPNIH10_17620
ko:K21948	kpc:KPNIH10_12570
ko:K13638	kpc:KPNIH10_24110
ko:K21973	kpc:KPNIH10_12530
ko:K21963	kpc:KPNIH10_05150
ko:K21965	kpc:KPNIH10_05160
ko:K21964	kpc:KPNIH10_06850
ko:K21965	kpc:KPNIH10_06845
ko:K21974	kpc:KPNIH10_08070
ko:K21966	kpc:KPNIH10_05165
ko:K21967	kpc:KPNIH10_06835
ko:K21966	kpc:KPNIH10_06840
ko:K21968	kpc:KPNIH10_05175
ko:K21976	kpc:KPNIH10_08060
ko:K21990	kpc:KPNIH10_18525
ko:K22041	kpc:KPNIH10_09930
ko:K22015	kpc:KPNIH10_15165
ko:K22024	kpc:KPNIH10_12750
ko:K22044	kpc:KPNIH10_08360
ko:K22051	kpc:KPNIH10_02085
ko:K21964	kpc:KPNIH10_05155
ko:K21967	kpc:KPNIH10_05170
ko:K21968	kpc:KPNIH10_06830
ko:K21972	kpc:KPNIH10_08080
ko:K21973	kpc:KPNIH10_08075
ko:K21975	kpc:KPNIH10_08065
ko:K08319	kpc:KPNIH10_12575
ko:K15576	kpc:KPNIH10_15850
ko:K22131	kpc:KPNIH10_12560
ko:K05275	kpc:KPNIH10_21610
ko:K22444	kpc:KPNIH10_09445
ko:K14274	kpc:KPNIH10_19770
ko:K13874	kpc:KPNIH10_13090
ko:K22130	kpc:KPNIH10_12565
ko:K22129	kpc:KPNIH10_12745
ko:K03595	kpc:KPNIH10_19620
ko:K22105	kpc:KPNIH10_00535
ko:K22110	kpc:KPNIH10_21580
ko:K03892	kpc:KPNIH10_21780
ko:K08994	kpc:KPNIH10_13825
ko:K03077	kpc:KPNIH10_03925
ko:K15634	kpc:KPNIH10_03585
ko:K02257	kpc:KPNIH10_05665
ko:K22293	kpc:KPNIH10_12475
ko:K13566	kpc:KPNIH10_04825
ko:K11206	kpc:KPNIH10_07465
ko:K07319	kpc:KPNIH10_28120
ko:K22489	kpc:KPNIH10_20790
ko:K22601	kpc:KPNIH10_13510
