ko:K02495	ecoi:ECOPMV1_04229
ko:K18862	ecoi:ECOPMV1_01345
ko:K18862	ecoi:ECOPMV1_03872
ko:K18862	ecoi:ECOPMV1_03874
ko:K07171	ecoi:ECOPMV1_03038
ko:K03630	ecoi:ECOPMV1_01103
ko:K18865	ecoi:ECOPMV1_02231
ko:K18867	ecoi:ECOPMV1_03184
ko:K07495	ecoi:ECOPMV1_01371
ko:K11741	ecoi:ECOPMV1_04611
ko:K18869	ecoi:ECOPMV1_03368
ko:K01983	ecoi:ECOPMV1_00442
ko:K18899	ecoi:ECOPMV1_03844
ko:K20861	ecoi:ECOPMV1_00846
ko:K20866	ecoi:ECOPMV1_04243
ko:K20881	ecoi:ECOPMV1_03705
ko:K08968	ecoi:ECOPMV1_01923
ko:K20862	ecoi:ECOPMV1_04150
ko:K07319	ecoi:ECOPMV1_03572
ko:K18800	ecoi:ECOPMV1_03177
ko:K18778	ecoi:ECOPMV1_00104
ko:K18831	ecoi:ECOPMV1_02973
ko:K18657	ecoi:ECOPMV1_00976
ko:K18890	ecoi:ECOPMV1_00436
ko:K18870	ecoi:ECOPMV1_03014
ko:K18871	ecoi:ECOPMV1_00016
ko:K18871	ecoi:ECOPMV1_03895
ko:K07448	ecoi:ECOPMV1_04805
ko:K18824	ecoi:ECOPMV1_p00057
ko:K18837	ecoi:ECOPMV1_01107
ko:K03630	ecoi:ECOPMV1_02157
ko:K03553	ecoi:ECOPMV1_02955
ko:K18929	ecoi:ECOPMV1_00305
ko:K18898	ecoi:ECOPMV1_03843
ko:K18863	ecoi:ECOPMV1_01346
ko:K18863	ecoi:ECOPMV1_03871
ko:K18863	ecoi:ECOPMV1_03873
ko:K18863	ecoi:ECOPMV1_03875
ko:K12684	ecoi:ECOPMV1_00278
ko:K12684	ecoi:ECOPMV1_00279
ko:K07724	ecoi:ECOPMV1_03499
ko:K08323	ecoi:ECOPMV1_04364
ko:K05839	ecoi:ECOPMV1_00447
ko:K03503	ecoi:ECOPMV1_01306
ko:K03502	ecoi:ECOPMV1_01307
ko:K03502	ecoi:ECOPMV1_01308
ko:K03746	ecoi:ECOPMV1_01369
ko:K11685	ecoi:ECOPMV1_02921
ko:K01355	ecoi:ECOPMV1_00578
ko:K01355	ecoi:ECOPMV1_00582
ko:K07796	ecoi:ECOPMV1_00588
ko:K07810	ecoi:ECOPMV1_00589
ko:K03497	ecoi:ECOPMV1_p00022
ko:K18842	ecoi:ECOPMV1_p00048
ko:K11811	ecoi:ECOPMV1_p00051
ko:K12217	ecoi:ECOPMV1_p00059
ko:K12218	ecoi:ECOPMV1_p00061
ko:K12206	ecoi:ECOPMV1_p00077
ko:K12209	ecoi:ECOPMV1_p00083
ko:K12213	ecoi:ECOPMV1_p00084
ko:K12214	ecoi:ECOPMV1_p00085
ko:K12203	ecoi:ECOPMV1_p00089
ko:K12204	ecoi:ECOPMV1_p00090
ko:K03496	ecoi:ECOPMV1_p00009
ko:K03502	ecoi:ECOPMV1_p00010
ko:K03503	ecoi:ECOPMV1_p00011
ko:K03646	ecoi:ECOPMV1_00742
ko:K13654	ecoi:ECOPMV1_01592
ko:K03674	ecoi:ECOPMV1_00852
ko:K15773	ecoi:ECOPMV1_01644
ko:K08722	ecoi:ECOPMV1_02450
ko:K10748	ecoi:ECOPMV1_01705
ko:K04565	ecoi:ECOPMV1_01741
ko:K03169	ecoi:ECOPMV1_01860
ko:K05785	ecoi:ECOPMV1_04200
ko:K22044	ecoi:ECOPMV1_00811
ko:K18839	ecoi:ECOPMV1_04588
ko:K12228	ecoi:ECOPMV1_p00060
ko:K18840	ecoi:ECOPMV1_04587
ko:K03976	ecoi:ECOPMV1_00470
ko:K01185	ecoi:ECOPMV1_01246
ko:K19055	ecoi:ECOPMV1_01884
ko:K04028	ecoi:ECOPMV1_02647
ko:K12211	ecoi:ECOPMV1_p00082
ko:K07505	ecoi:ECOPMV1_p00040
ko:K01185	ecoi:ECOPMV1_04456
ko:K07483	ecoi:ECOPMV1_02775
ko:K18979	ecoi:ECOPMV1_04629
ko:K03431	ecoi:ECOPMV1_p00056
ko:K18997	ecoi:ECOPMV1_01021
ko:K18988	ecoi:ECOPMV1_00363
ko:K19000	ecoi:ECOPMV1_00195
ko:K01185	ecoi:ECOPMV1_01421
ko:K03445	ecoi:ECOPMV1_04006
ko:K08970	ecoi:ECOPMV1_02266
ko:K19227	ecoi:ECOPMV1_01496
ko:K19229	ecoi:ECOPMV1_01494
ko:K11748	ecoi:ECOPMV1_03663
ko:K19129	ecoi:ECOPMV1_00914
ko:K19221	ecoi:ECOPMV1_01465
ko:K19222	ecoi:ECOPMV1_01784
ko:K19161	ecoi:ECOPMV1_00262
ko:K19226	ecoi:ECOPMV1_01497
ko:K19236	ecoi:ECOPMV1_01192
ko:K11023	ecoi:ECOPMV1_04453
ko:K02777	ecoi:ECOPMV1_02620
ko:K08172	ecoi:ECOPMV1_02081
ko:K19163	ecoi:ECOPMV1_00051
ko:K19127	ecoi:ECOPMV1_00911
ko:K19158	ecoi:ECOPMV1_02171
ko:K16291	ecoi:ECOPMV1_02113
ko:K19160	ecoi:ECOPMV1_00263
ko:K19238	ecoi:ECOPMV1_02421
ko:K01710	ecoi:ECOPMV1_02195
ko:K01710	ecoi:ECOPMV1_04121
ko:K07319	ecoi:ECOPMV1_00541
ko:K07319	ecoi:ECOPMV1_01411
ko:K19128	ecoi:ECOPMV1_00912
ko:K07012	ecoi:ECOPMV1_00910
ko:K19228	ecoi:ECOPMV1_01495
ko:K19130	ecoi:ECOPMV1_00915
ko:K19128	ecoi:ECOPMV1_00913
ko:K19159	ecoi:ECOPMV1_02172
ko:K19168	ecoi:ECOPMV1_03168
ko:K19164	ecoi:ECOPMV1_00050
ko:K00336	ecoi:ECOPMV1_02441
ko:K00633	ecoi:ECOPMV1_00344
ko:K19270	ecoi:ECOPMV1_02452
ko:K01992	ecoi:ECOPMV1_00795
ko:K01992	ecoi:ECOPMV1_00796
ko:K01992	ecoi:ECOPMV1_03811
ko:K19265	ecoi:ECOPMV1_03305
ko:K01066	ecoi:ECOPMV1_04247
ko:K03722	ecoi:ECOPMV1_00801
ko:K19267	ecoi:ECOPMV1_04683
ko:K19353	ecoi:ECOPMV1_04358
ko:K19337	ecoi:ECOPMV1_01946
ko:K19298	ecoi:ECOPMV1_04452
ko:K19338	ecoi:ECOPMV1_02085
ko:K19304	ecoi:ECOPMV1_01949
ko:K19334	ecoi:ECOPMV1_04721
ko:K19302	ecoi:ECOPMV1_00843
ko:K19270	ecoi:ECOPMV1_01826
ko:K19354	ecoi:ECOPMV1_03951
ko:K19333	ecoi:ECOPMV1_01918
ko:K19303	ecoi:ECOPMV1_01749
ko:K19577	ecoi:ECOPMV1_01751
ko:K02796	ecoi:ECOPMV1_01911
ko:K19611	ecoi:ECOPMV1_00601
ko:K07344	ecoi:ECOPMV1_p00046
ko:K06884	ecoi:ECOPMV1_01454
ko:K02257	ecoi:ECOPMV1_00414
ko:K12205	ecoi:ECOPMV1_p00091
ko:K19709	ecoi:ECOPMV1_01793
ko:K19688	ecoi:ECOPMV1_00838
ko:K19775	ecoi:ECOPMV1_03411
ko:K19745	ecoi:ECOPMV1_03556
ko:K19777	ecoi:ECOPMV1_03839
ko:K19778	ecoi:ECOPMV1_03838
ko:K19776	ecoi:ECOPMV1_04034
ko:K00799	ecoi:ECOPMV1_00840
ko:K00799	ecoi:ECOPMV1_02460
ko:K06131	ecoi:ECOPMV1_00792
ko:K06132	ecoi:ECOPMV1_01125
ko:K07147	ecoi:ECOPMV1_02059
ko:K15777	ecoi:ECOPMV1_03355
ko:K19784	ecoi:ECOPMV1_04051
ko:K13069	ecoi:ECOPMV1_01668
ko:K19802	ecoi:ECOPMV1_01521
ko:K02538	ecoi:ECOPMV1_03997
ko:K01023	ecoi:ECOPMV1_03352
ko:K07662	ecoi:ECOPMV1_04272
ko:K02485	ecoi:ECOPMV1_01367
ko:K01185	ecoi:ECOPMV1_00546
ko:K19803	ecoi:ECOPMV1_02335
ko:K21636	ecoi:ECOPMV1_04706
ko:K19804	ecoi:ECOPMV1_01478
ko:K07483	ecoi:ECOPMV1_02774
ko:K00983	ecoi:ECOPMV1_03251
ko:K19810	ecoi:ECOPMV1_04606
ko:K01138	ecoi:ECOPMV1_04021
ko:K19956	ecoi:ECOPMV1_04395
ko:K19956	ecoi:ECOPMV1_03205
ko:K02487	ecoi:ECOPMV1_p00104
ko:K00525	ecoi:ECOPMV1_02395
ko:K20117	ecoi:ECOPMV1_04172
ko:K20118	ecoi:ECOPMV1_04172
ko:K20265	ecoi:ECOPMV1_01625
ko:K20266	ecoi:ECOPMV1_p00044
ko:K07686	ecoi:ECOPMV1_04013
ko:K19591	ecoi:ECOPMV1_00477
ko:K20542	ecoi:ECOPMV1_03863
ko:K01848	ecoi:ECOPMV1_03189
ko:K20543	ecoi:ECOPMV1_03862
ko:K20541	ecoi:ECOPMV1_03864
ko:K21394	ecoi:ECOPMV1_03916
ko:K22111	ecoi:ECOPMV1_04755
ko:K22132	ecoi:ECOPMV1_03070
ko:K02081	ecoi:ECOPMV1_01060
ko:K02081	ecoi:ECOPMV1_01061
ko:K02438	ecoi:ECOPMV1_03747
ko:K02790	ecoi:ECOPMV1_01716
ko:K02791	ecoi:ECOPMV1_01716
ko:K02790	ecoi:ECOPMV1_03102
ko:K02791	ecoi:ECOPMV1_03102
ko:K21029	ecoi:ECOPMV1_00828
ko:K21084	ecoi:ECOPMV1_02225
ko:K04333	ecoi:ECOPMV1_01119
ko:K03077	ecoi:ECOPMV1_00062
ko:K21085	ecoi:ECOPMV1_02045
ko:K21086	ecoi:ECOPMV1_03857
ko:K21087	ecoi:ECOPMV1_01318
ko:K21088	ecoi:ECOPMV1_01537
ko:K21089	ecoi:ECOPMV1_02288
ko:K21021	ecoi:ECOPMV1_02834
ko:K21028	ecoi:ECOPMV1_01855
ko:K21090	ecoi:ECOPMV1_01907
ko:K21091	ecoi:ECOPMV1_01532
ko:K00525	ecoi:ECOPMV1_02929
ko:K00526	ecoi:ECOPMV1_02930
ko:K06919	ecoi:ECOPMV1_p00087
ko:K06903	ecoi:ECOPMV1_04300
ko:K06907	ecoi:ECOPMV1_04306
ko:K06908	ecoi:ECOPMV1_04307
ko:K06906	ecoi:ECOPMV1_04310
ko:K06905	ecoi:ECOPMV1_04311
ko:K06952	ecoi:ECOPMV1_04437
ko:K01160	ecoi:ECOPMV1_04448
ko:K14744	ecoi:ECOPMV1_04457
ko:K07451	ecoi:ECOPMV1_04458
ko:K06904	ecoi:ECOPMV1_04463
ko:K02314	ecoi:ECOPMV1_04492
ko:K06909	ecoi:ECOPMV1_02527
ko:K06904	ecoi:ECOPMV1_02878
ko:K07451	ecoi:ECOPMV1_02883
ko:K01160	ecoi:ECOPMV1_02893
ko:K06952	ecoi:ECOPMV1_02904
ko:K14059	ecoi:ECOPMV1_02907
ko:K06191	ecoi:ECOPMV1_02927
ko:K06197	ecoi:ECOPMV1_01348
ko:K00857	ecoi:ECOPMV1_01370
ko:K01160	ecoi:ECOPMV1_01408
ko:K14744	ecoi:ECOPMV1_01422
ko:K07313	ecoi:ECOPMV1_01929
ko:K03546	ecoi:ECOPMV1_00383
ko:K06952	ecoi:ECOPMV1_00523
ko:K01160	ecoi:ECOPMV1_00535
ko:K06217	ecoi:ECOPMV1_00670
ko:K07336	ecoi:ECOPMV1_00806
ko:K06919	ecoi:ECOPMV1_00890
ko:K06217	ecoi:ECOPMV1_01043
ko:K00558	ecoi:ECOPMV1_02050
ko:K01160	ecoi:ECOPMV1_01241
ko:K14744	ecoi:ECOPMV1_01247
ko:K16711	ecoi:ECOPMV1_02198
ko:K14744	ecoi:ECOPMV1_02532
ko:K01160	ecoi:ECOPMV1_02537
ko:K02314	ecoi:ECOPMV1_02544
ko:K06866	ecoi:ECOPMV1_02761
ko:K00560	ecoi:ECOPMV1_03114
ko:K02316	ecoi:ECOPMV1_03384
ko:K06223	ecoi:ECOPMV1_03693
ko:K03676	ecoi:ECOPMV1_03946
ko:K01520	ecoi:ECOPMV1_03974
ko:K14623	ecoi:ECOPMV1_03979
ko:K04068	ecoi:ECOPMV1_04705
ko:K06919	ecoi:ECOPMV1_04751
ko:K02315	ecoi:ECOPMV1_04818
ko:K02335	ecoi:ECOPMV1_04223
ko:K21393	ecoi:ECOPMV1_03917
ko:K21395	ecoi:ECOPMV1_03918
ko:K21449	ecoi:ECOPMV1_03938
ko:K21470	ecoi:ECOPMV1_00962
ko:K21498	ecoi:ECOPMV1_00473
ko:K01451	ecoi:ECOPMV1_04369
ko:K21511	ecoi:ECOPMV1_00555
ko:K21512	ecoi:ECOPMV1_00552
ko:K07334	ecoi:ECOPMV1_00472
ko:K07334	ecoi:ECOPMV1_01616
ko:K21498	ecoi:ECOPMV1_01615
ko:K21602	ecoi:ECOPMV1_03912
ko:K08319	ecoi:ECOPMV1_02994
ko:K21739	ecoi:ECOPMV1_00302
ko:K21741	ecoi:ECOPMV1_00301
ko:K21495	ecoi:ECOPMV1_p00043
ko:K21742	ecoi:ECOPMV1_03377
ko:K21746	ecoi:ECOPMV1_00303
ko:K21698	ecoi:ECOPMV1_03547
ko:K21695	ecoi:ECOPMV1_03546
ko:K21936	ecoi:ECOPMV1_03832
ko:K21948	ecoi:ECOPMV1_02995
ko:K21963	ecoi:ECOPMV1_00288
ko:K21965	ecoi:ECOPMV1_00286
ko:K21974	ecoi:ECOPMV1_01287
ko:K21966	ecoi:ECOPMV1_00285
ko:K21968	ecoi:ECOPMV1_00283
ko:K21976	ecoi:ECOPMV1_01288
ko:K21990	ecoi:ECOPMV1_02504
ko:K22041	ecoi:ECOPMV1_01190
ko:K22015	ecoi:ECOPMV1_04537
ko:K22024	ecoi:ECOPMV1_00694
ko:K22051	ecoi:ECOPMV1_04622
ko:K03892	ecoi:ECOPMV1_p00052
ko:K22014	ecoi:ECOPMV1_00551
ko:K21964	ecoi:ECOPMV1_00287
ko:K21967	ecoi:ECOPMV1_00284
ko:K21972	ecoi:ECOPMV1_01285
ko:K21973	ecoi:ECOPMV1_01286
ko:K03741	ecoi:ECOPMV1_p00050
ko:K22131	ecoi:ECOPMV1_02997
ko:K01816	ecoi:ECOPMV1_00496
ko:K01816	ecoi:ECOPMV1_04782
ko:K05275	ecoi:ECOPMV1_01555
ko:K22130	ecoi:ECOPMV1_02996
ko:K22129	ecoi:ECOPMV1_00693
ko:K03595	ecoi:ECOPMV1_02748
ko:K22105	ecoi:ECOPMV1_04371
ko:K22104	ecoi:ECOPMV1_03531
ko:K22110	ecoi:ECOPMV1_04757
ko:K03079	ecoi:ECOPMV1_03921
ko:K08994	ecoi:ECOPMV1_01646
ko:K03078	ecoi:ECOPMV1_03920
ko:K03077	ecoi:ECOPMV1_03922
ko:K22247	ecoi:ECOPMV1_02507b
ko:K15634	ecoi:ECOPMV1_04857
ko:K22304	ecoi:ECOPMV1_01393
ko:K22293	ecoi:ECOPMV1_01671
ko:K22302	ecoi:ECOPMV1_02548
ko:K13566	ecoi:ECOPMV1_00251
ko:K11206	ecoi:ECOPMV1_00644
ko:K07319	ecoi:ECOPMV1_p00015
ko:K22501	ecoi:ECOPMV1_01010
ko:K00424	ecoi:ECOPMV1_00737
