ko:K04565	ecm:EcSMS35_3163
ko:K19304	ecm:EcSMS35_1330
ko:K19334	ecm:EcSMS35_4732
ko:K19302	ecm:EcSMS35_0868
ko:K19270	ecm:EcSMS35_1464
ko:K19271	ecm:EcSMS35_A0117
ko:K19354	ecm:EcSMS35_3951
ko:K19336	ecm:EcSMS35_4729
ko:K19333	ecm:EcSMS35_1360
ko:K19303	ecm:EcSMS35_1543
ko:K21636	ecm:EcSMS35_4718
ko:K19611	ecm:EcSMS35_0602
ko:K02257	ecm:EcSMS35_0468
ko:K19709	ecm:EcSMS35_1502
ko:K19688	ecm:EcSMS35_0863
ko:K19775	ecm:EcSMS35_3391
ko:K19745	ecm:EcSMS35_3548
ko:K19777	ecm:EcSMS35_3812
ko:K19778	ecm:EcSMS35_3811
ko:K19776	ecm:EcSMS35_1098
ko:K00799	ecm:EcSMS35_0864
ko:K03630	ecm:EcSMS35_2246
ko:K07497	ecm:EcSMS35_A0102
ko:K06131	ecm:EcSMS35_0812
ko:K00799	ecm:EcSMS35_2457
ko:K01612	ecm:EcSMS35_2863
ko:K19776	ecm:EcSMS35_4060
ko:K06132	ecm:EcSMS35_2085
ko:K15777	ecm:EcSMS35_3336
ko:K19784	ecm:EcSMS35_4080
ko:K13069	ecm:EcSMS35_1629
ko:K03630	ecm:EcSMS35_3209
ko:K03630	ecm:EcSMS35_4804
ko:K07497	ecm:EcSMS35_1074
ko:K19802	ecm:EcSMS35_1796
ko:K14155	ecm:EcSMS35_2960
ko:K19803	ecm:EcSMS35_2323
ko:K19804	ecm:EcSMS35_1849
ko:K19810	ecm:EcSMS35_4615
ko:K19956	ecm:EcSMS35_4476
ko:K19997	ecm:EcSMS35_1020
ko:K20265	ecm:EcSMS35_1681
ko:K21394	ecm:EcSMS35_3900
ko:K20542	ecm:EcSMS35_3840
ko:K20543	ecm:EcSMS35_3839
ko:K20541	ecm:EcSMS35_3841
ko:K22443	ecm:EcSMS35_1386
ko:K22111	ecm:EcSMS35_4834
ko:K22132	ecm:EcSMS35_2953
ko:K21029	ecm:EcSMS35_0851
ko:K21084	ecm:EcSMS35_0993
ko:K21085	ecm:EcSMS35_1230
ko:K21021	ecm:EcSMS35_2756
ko:K21086	ecm:EcSMS35_3829
ko:K21087	ecm:EcSMS35_1954
ko:K21088	ecm:EcSMS35_1781
ko:K21089	ecm:EcSMS35_0917
ko:K21028	ecm:EcSMS35_1433
ko:K21090	ecm:EcSMS35_1373
ko:K21393	ecm:EcSMS35_3901
ko:K21395	ecm:EcSMS35_3902
ko:K21449	ecm:EcSMS35_3939
ko:K21470	ecm:EcSMS35_2195
ko:K22105	ecm:EcSMS35_4410
ko:K21498	ecm:EcSMS35_1697
ko:K21602	ecm:EcSMS35_3897
ko:K21739	ecm:EcSMS35_0336
ko:K21740	ecm:EcSMS35_0335
ko:K21741	ecm:EcSMS35_0334
ko:K21742	ecm:EcSMS35_3353
ko:K21746	ecm:EcSMS35_0337
ko:K21698	ecm:EcSMS35_3539
ko:K21759	ecm:EcSMS35_2862
ko:K21936	ecm:EcSMS35_3805
ko:K21963	ecm:EcSMS35_0320
ko:K21965	ecm:EcSMS35_0318
ko:K21966	ecm:EcSMS35_0317
ko:K21968	ecm:EcSMS35_0315
ko:K21976	ecm:EcSMS35_1985
ko:K21990	ecm:EcSMS35_2507
ko:K22041	ecm:EcSMS35_2015
ko:K22015	ecm:EcSMS35_4542
ko:K22051	ecm:EcSMS35_4630
ko:K21964	ecm:EcSMS35_0319
ko:K21967	ecm:EcSMS35_0316
ko:K21972	ecm:EcSMS35_1987
ko:K21973	ecm:EcSMS35_1986
ko:K05275	ecm:EcSMS35_1766
ko:K22104	ecm:EcSMS35_3521
ko:K22110	ecm:EcSMS35_4836
ko:K22110	ecm:EcSMS35_4260
ko:K22214	ecm:EcSMS35_3057
ko:K03079	ecm:EcSMS35_3905
ko:K03078	ecm:EcSMS35_3904
ko:K03077	ecm:EcSMS35_3906
ko:K22304	ecm:EcSMS35_1154
ko:K22293	ecm:EcSMS35_1625
ko:K22302	ecm:EcSMS35_1159
ko:K13566	ecm:EcSMS35_0231
ko:K11206	ecm:EcSMS35_0646
ko:K22489	ecm:EcSMS35_2865
ko:K00424	ecm:EcSMS35_0757
ko:K22486	ecm:EcSMS35_4023
