ko:K00086	kpx:PMK1_01008
ko:K06908	kpx:PMK1_03547
ko:K06907	kpx:PMK1_03548
ko:K06905	kpx:PMK1_03549
ko:K18640	kpx:PMK1_01981
ko:K06217	kpx:PMK1_b00065
ko:K09882	kpx:PMK1_b00074
ko:K06866	kpx:PMK1_00399
ko:K07336	kpx:PMK1_03628
ko:K00560	kpx:PMK1_b00100
ko:K00287	kpx:PMK1_b00102
ko:K06223	kpx:PMK1_01263
ko:K03292	kpx:PMK1_02423
ko:K00526	kpx:PMK1_00483
ko:K20938	kpx:PMK1_00628
ko:K02031	kpx:PMK1_04369
ko:K02032	kpx:PMK1_04370
ko:K02032	kpx:PMK1_02905
ko:K05934	kpx:PMK1_00673
ko:K14333	kpx:PMK1_01765
ko:K03292	kpx:PMK1_00899
ko:K21416	kpx:PMK1_02577
ko:K21417	kpx:PMK1_02576
ko:K13695	kpx:PMK1_04532
ko:K00146	kpx:PMK1_03782
ko:K03651	kpx:PMK1_02148
ko:K13695	kpx:PMK1_02609
ko:K21470	kpx:PMK1_03288
ko:K01451	kpx:PMK1_02852
ko:K01420	kpx:PMK1_03848
ko:K00863	kpx:PMK1_01016
ko:K01451	kpx:PMK1_03681
ko:K21698	kpx:PMK1_01160
ko:K21695	kpx:PMK1_01159
ko:K00875	kpx:PMK1_00034
ko:K21948	kpx:PMK1_03925
ko:K13638	kpx:PMK1_01197
ko:K21973	kpx:PMK1_03919
ko:K21963	kpx:PMK1_02616
ko:K21965	kpx:PMK1_02618
ko:K21974	kpx:PMK1_03110
ko:K21975	kpx:PMK1_03109
ko:K21966	kpx:PMK1_02619
ko:K21968	kpx:PMK1_02621
ko:K21976	kpx:PMK1_03108
ko:K21990	kpx:PMK1_00225
ko:K22041	kpx:PMK1_03448
ko:K22015	kpx:PMK1_01954
ko:K22015	kpx:PMK1_01955
ko:K22015	kpx:PMK1_04454
ko:K22024	kpx:PMK1_03959
ko:K22044	kpx:PMK1_03170
ko:K22051	kpx:PMK1_02026
ko:K21964	kpx:PMK1_02617
ko:K21967	kpx:PMK1_02620
ko:K21972	kpx:PMK1_03112
ko:K21973	kpx:PMK1_03111
ko:K08319	kpx:PMK1_03926
ko:K15576	kpx:PMK1_04590
ko:K22131	kpx:PMK1_03923
ko:K05275	kpx:PMK1_00754
ko:K14274	kpx:PMK1_00415
ko:K22024	kpx:PMK1_03460
ko:K22129	kpx:PMK1_03461
ko:K13874	kpx:PMK1_04024
ko:K22130	kpx:PMK1_03924
ko:K22129	kpx:PMK1_03958
ko:K03595	kpx:PMK1_00388
ko:K22105	kpx:PMK1_01742
ko:K22110	kpx:PMK1_00749
ko:K08994	kpx:PMK1_04170
ko:K03077	kpx:PMK1_02368
ko:K15634	kpx:PMK1_02313
ko:K02257	kpx:PMK1_02719
ko:K22293	kpx:PMK1_03908
ko:K13566	kpx:PMK1_02539
ko:K11206	kpx:PMK1_02992
ko:K07319	kpx:PMK1_c00025
ko:K00424	kpx:PMK1_03074
ko:K22489	kpx:PMK1_00580
ko:K22601	kpx:PMK1_04109
ko:K22549	kpx:PMK1_02250
