ko:K01139	kpa:KPNJ1_00116
ko:K19577	kpa:KPNJ1_02473
ko:K00984	kpa:KPNJ1_05817
ko:K19507	kpa:KPNJ1_04802
ko:K12661	kpa:KPNJ1_01696
ko:K02532	kpa:KPNJ1_03709
ko:K19611	kpa:KPNJ1_03982
ko:K06884	kpa:KPNJ1_02638
ko:K11209	kpa:KPNJ1_01649
ko:K19506	kpa:KPNJ1_04803
ko:K19508	kpa:KPNJ1_04801
ko:K19509	kpa:KPNJ1_04800
ko:K02796	kpa:KPNJ1_02092
ko:K19585	kpa:KPNJ1_01279
ko:K19697	kpa:KPNJ1_01022
ko:K19688	kpa:KPNJ1_03708
ko:K19776	kpa:KPNJ1_00008
ko:K19775	kpa:KPNJ1_00635
ko:K19778	kpa:KPNJ1_00678
ko:K19778	kpa:KPNJ1_00684
ko:K19784	kpa:KPNJ1_05486
ko:K07486	kpa:KPNJ1_01772
ko:K21086	kpa:KPNJ1_00965
ko:K00799	kpa:KPNJ1_03706
ko:K00799	kpa:KPNJ1_04460
ko:K06131	kpa:KPNJ1_03768
ko:K00799	kpa:KPNJ1_01650
ko:K07119	kpa:KPNJ1_02565
ko:K15777	kpa:KPNJ1_00716
ko:K07147	kpa:KPNJ1_00497
ko:K02032	kpa:KPNJ1_01826
ko:K07274	kpa:KPNJ1_03326
ko:K01185	kpa:KPNJ1_04171
ko:K19802	kpa:KPNJ1_03187
ko:K02464	kpa:KPNJ1_04575
ko:K19803	kpa:KPNJ1_01746
ko:K21613	kpa:KPNJ1_02576
ko:K07662	kpa:KPNJ1_05377
ko:K19804	kpa:KPNJ1_03224
ko:K19810	kpa:KPNJ1_05085
ko:K19956	kpa:KPNJ1_05191
ko:K15540	kpa:KPNJ1_04121
ko:K21638	kpa:KPNJ1_05133
ko:K21636	kpa:KPNJ1_04977
ko:K22468	kpa:KPNJ1_02616
ko:K00525	kpa:KPNJ1_01707
ko:K21405	kpa:KPNJ1_01254
ko:K20034	kpa:KPNJ1_03405
ko:K00040	kpa:KPNJ1_01748
ko:K22443	kpa:KPNJ1_03516
ko:K21265	kpa:KPNJ1_04856
ko:K07686	kpa:KPNJ1_00036
ko:K01612	kpa:KPNJ1_01145
ko:K20542	kpa:KPNJ1_00244
ko:K20542	kpa:KPNJ1_00236
ko:K20543	kpa:KPNJ1_00234
ko:K20543	kpa:KPNJ1_00245
ko:K19591	kpa:KPNJ1_04221
ko:K20541	kpa:KPNJ1_00243
ko:K21759	kpa:KPNJ1_01146
ko:K20541	kpa:KPNJ1_00233
ko:K22602	kpa:KPNJ1_02724
ko:K22132	kpa:KPNJ1_01066
ko:K22003	kpa:KPNJ1_02153
ko:K18301	kpa:KPNJ1_02316
ko:K02438	kpa:KPNJ1_00333
ko:K02790	kpa:KPNJ1_02978
ko:K02791	kpa:KPNJ1_02978
ko:K11529	kpa:KPNJ1_03249
ko:K01200	kpa:KPNJ1_04561
ko:K21029	kpa:KPNJ1_03718
ko:K04333	kpa:KPNJ1_00846
ko:K21085	kpa:KPNJ1_01991
ko:K21088	kpa:KPNJ1_02692
ko:K21021	kpa:KPNJ1_01356
ko:K02495	kpa:KPNJ1_05428
ko:K21028	kpa:KPNJ1_03296
ko:K08968	kpa:KPNJ1_02074
ko:K13609	kpa:KPNJ1_04819
ko:K00821	kpa:KPNJ1_00392
ko:K21090	kpa:KPNJ1_02096
ko:K00525	kpa:KPNJ1_01237
ko:K02335	kpa:KPNJ1_05432
ko:K01520	kpa:KPNJ1_00136
ko:K02316	kpa:KPNJ1_00688
ko:K07336	kpa:KPNJ1_03259
ko:K03676	kpa:KPNJ1_00164
ko:K02314	kpa:KPNJ1_00767
ko:K09961	kpa:KPNJ1_04165
ko:K14744	kpa:KPNJ1_04170
ko:K02314	kpa:KPNJ1_04184
ko:K04068	kpa:KPNJ1_04978
ko:K06217	kpa:KPNJ1_03477
ko:K02314	kpa:KPNJ1_05151
ko:K03546	kpa:KPNJ1_04362
ko:K00560	kpa:KPNJ1_01008
ko:K06919	kpa:KPNJ1_04445
ko:K06905	kpa:KPNJ1_03651
ko:K06906	kpa:KPNJ1_03652
ko:K06908	kpa:KPNJ1_03656
ko:K00558	kpa:KPNJ1_01987
ko:K06907	kpa:KPNJ1_03657
ko:K06903	kpa:KPNJ1_03664
ko:K06223	kpa:KPNJ1_03685
ko:K06223	kpa:KPNJ1_00378
ko:K06191	kpa:KPNJ1_01239
ko:K07313	kpa:KPNJ1_02068
ko:K14623	kpa:KPNJ1_00017
ko:K06223	kpa:KPNJ1_01295
ko:K00287	kpa:KPNJ1_04697
ko:K06919	kpa:KPNJ1_00475
ko:K06904	kpa:KPNJ1_00479
ko:K06903	kpa:KPNJ1_01319
ko:K06907	kpa:KPNJ1_01325
ko:K06908	kpa:KPNJ1_01326
ko:K06906	kpa:KPNJ1_01330
ko:K06905	kpa:KPNJ1_01331
ko:K06217	kpa:KPNJ1_03892
ko:K06866	kpa:KPNJ1_01376
ko:K06197	kpa:KPNJ1_02216
ko:K00857	kpa:KPNJ1_02247
ko:K02315	kpa:KPNJ1_04793
ko:K07455	kpa:KPNJ1_01452
ko:K09960	kpa:KPNJ1_03138
ko:K09961	kpa:KPNJ1_03140
ko:K06909	kpa:KPNJ1_03141
ko:K06919	kpa:KPNJ1_03151
ko:K07474	kpa:KPNJ1_01473
ko:K03791	kpa:KPNJ1_01498
ko:K06919	kpa:KPNJ1_04910
ko:K00558	kpa:KPNJ1_05737
ko:K03292	kpa:KPNJ1_04617
ko:K00526	kpa:KPNJ1_01236
ko:K20938	kpa:KPNJ1_01088
ko:K02032	kpa:KPNJ1_02444
ko:K02032	kpa:KPNJ1_04007
ko:K05934	kpa:KPNJ1_01054
ko:K14333	kpa:KPNJ1_05316
ko:K03292	kpa:KPNJ1_00744
ko:K21416	kpa:KPNJ1_04449
ko:K21417	kpa:KPNJ1_04450
ko:K13695	kpa:KPNJ1_02288
ko:K03651	kpa:KPNJ1_04926
ko:K21470	kpa:KPNJ1_03571
ko:K01451	kpa:KPNJ1_04079
ko:K01420	kpa:KPNJ1_02956
ko:K00863	kpa:KPNJ1_00662
ko:K01451	kpa:KPNJ1_03202
ko:K21698	kpa:KPNJ1_00507
ko:K21695	kpa:KPNJ1_00508
ko:K00875	kpa:KPNJ1_01812
ko:K13638	kpa:KPNJ1_00447
ko:K21963	kpa:KPNJ1_04414
ko:K21965	kpa:KPNJ1_04412
ko:K21964	kpa:KPNJ1_04050
ko:K21965	kpa:KPNJ1_04051
ko:K21974	kpa:KPNJ1_03808
ko:K21975	kpa:KPNJ1_03809
ko:K21966	kpa:KPNJ1_04411
ko:K21966	kpa:KPNJ1_04052
ko:K21968	kpa:KPNJ1_04410
ko:K21976	kpa:KPNJ1_03810
ko:K21990	kpa:KPNJ1_01609
ko:K22041	kpa:KPNJ1_03416
ko:K22015	kpa:KPNJ1_02375
ko:K22024	kpa:KPNJ1_02864
ko:K22044	kpa:KPNJ1_03744
ko:K22051	kpa:KPNJ1_05073
ko:K21964	kpa:KPNJ1_04413
ko:K21967	kpa:KPNJ1_04053
ko:K21968	kpa:KPNJ1_04054
ko:K21972	kpa:KPNJ1_03805
ko:K21973	kpa:KPNJ1_03806
ko:K15576	kpa:KPNJ1_02222
ko:K05275	kpa:KPNJ1_00970
ko:K22444	kpa:KPNJ1_03518
ko:K14274	kpa:KPNJ1_01360
ko:K13874	kpa:KPNJ1_02795
ko:K22129	kpa:KPNJ1_02865
ko:K03595	kpa:KPNJ1_01389
ko:K22105	kpa:KPNJ1_05343
ko:K22110	kpa:KPNJ1_00975
ko:K08994	kpa:KPNJ1_02657
ko:K03077	kpa:KPNJ1_04681
ko:K15634	kpa:KPNJ1_04754
ko:K02257	kpa:KPNJ1_04303
ko:K22293	kpa:KPNJ1_02885
ko:K13566	kpa:KPNJ1_04486
ko:K11206	kpa:KPNJ1_03920
ko:K07319	kpa:KPNJ1_05710
ko:K00424	kpa:KPNJ1_03839
ko:K22489	kpa:KPNJ1_01143
ko:K22601	kpa:KPNJ1_02722
