ko:K01139	kph:KPNIH24_25705
ko:K14234	kph:KPNIH24_04775
ko:K01200	kph:KPNIH24_04475
ko:K21029	kph:KPNIH24_20310
ko:K04333	kph:KPNIH24_06620
ko:K21085	kph:KPNIH24_11360
ko:K21088	kph:KPNIH24_14585
ko:K21021	kph:KPNIH24_08695
ko:K02495	kph:KPNIH24_00140
ko:K08968	kph:KPNIH24_11745
ko:K13075	kph:KPNIH24_14910
ko:K21028	kph:KPNIH24_18065
ko:K13609	kph:KPNIH24_03290
ko:K00821	kph:KPNIH24_24410
ko:K21090	kph:KPNIH24_11830
ko:K00525	kph:KPNIH24_08385
ko:K02335	kph:KPNIH24_00125
ko:K06866	kph:KPNIH24_08810
ko:K07336	kph:KPNIH24_17885
ko:K09961	kph:KPNIH24_22465
ko:K14744	kph:KPNIH24_22490
ko:K02314	kph:KPNIH24_22575
ko:K06919	kph:KPNIH24_04845
ko:K06904	kph:KPNIH24_04865
ko:K06217	kph:KPNIH24_18895
ko:K03546	kph:KPNIH24_23415
ko:K02314	kph:KPNIH24_01485
ko:K02316	kph:KPNIH24_05870
ko:K02314	kph:KPNIH24_19310
ko:K06919	kph:KPNIH24_23780
ko:K18640	kph:KPNIH24_01835
ko:K02314	kph:KPNIH24_06240
ko:K06905	kph:KPNIH24_19985
ko:K06906	kph:KPNIH24_19990
ko:K06908	kph:KPNIH24_20005
ko:K06907	kph:KPNIH24_20010
ko:K06903	kph:KPNIH24_20050
ko:K06223	kph:KPNIH24_24475
ko:K00558	kph:KPNIH24_11340
ko:K06223	kph:KPNIH24_20160
ko:K04068	kph:KPNIH24_02535
ko:K06919	kph:KPNIH24_02855
ko:K00560	kph:KPNIH24_07295
ko:K07313	kph:KPNIH24_11715
ko:K06217	kph:KPNIH24_21190
ko:K03676	kph:KPNIH24_25490
ko:K01520	kph:KPNIH24_25625
ko:K02315	kph:KPNIH24_03410
ko:K06197	kph:KPNIH24_12380
ko:K09960	kph:KPNIH24_16890
ko:K09961	kph:KPNIH24_16900
ko:K06909	kph:KPNIH24_16905
ko:K06919	kph:KPNIH24_16955
ko:K00287	kph:KPNIH24_03860
ko:K00857	kph:KPNIH24_12520
ko:K06191	kph:KPNIH24_08395
ko:K07313	kph:KPNIH24_17535
ko:K02315	kph:KPNIH24_17575
ko:K14623	kph:KPNIH24_26165
ko:K03292	kph:KPNIH24_04215
ko:K00526	kph:KPNIH24_08380
ko:K20938	kph:KPNIH24_07680
ko:K02032	kph:KPNIH24_13400
ko:K02032	kph:KPNIH24_21745
ko:K05934	kph:KPNIH24_07515
ko:K03292	kph:KPNIH24_06130
ko:K21416	kph:KPNIH24_23795
ko:K21417	kph:KPNIH24_23800
ko:K13695	kph:KPNIH24_12695
ko:K03651	kph:KPNIH24_02755
ko:K21470	kph:KPNIH24_19605
ko:K01451	kph:KPNIH24_22090
ko:K01420	kph:KPNIH24_16055
ko:K00863	kph:KPNIH24_05740
ko:K01451	kph:KPNIH24_17185
ko:K21698	kph:KPNIH24_05000
ko:K21695	kph:KPNIH24_05005
ko:K00875	kph:KPNIH24_10585
ko:K21948	kph:KPNIH24_15665
ko:K13638	kph:KPNIH24_24145
ko:K21973	kph:KPNIH24_15700
ko:K21963	kph:KPNIH24_23660
ko:K21965	kph:KPNIH24_23650
ko:K21964	kph:KPNIH24_21955
ko:K21965	kph:KPNIH24_21960
ko:K21974	kph:KPNIH24_20725
ko:K21966	kph:KPNIH24_23645
ko:K21967	kph:KPNIH24_21970
ko:K21966	kph:KPNIH24_21965
ko:K21968	kph:KPNIH24_23635
ko:K21976	kph:KPNIH24_20735
ko:K21990	kph:KPNIH24_09685
ko:K22041	kph:KPNIH24_18595
ko:K22015	kph:KPNIH24_13090
ko:K22024	kph:KPNIH24_15485
ko:K22044	kph:KPNIH24_20435
ko:K22051	kph:KPNIH24_02100
ko:K21964	kph:KPNIH24_23655
ko:K21967	kph:KPNIH24_23640
ko:K21968	kph:KPNIH24_21975
ko:K21972	kph:KPNIH24_20715
ko:K21973	kph:KPNIH24_20720
ko:K21975	kph:KPNIH24_20730
ko:K08319	kph:KPNIH24_27140
ko:K15576	kph:KPNIH24_12405
ko:K22131	kph:KPNIH24_15675
ko:K08319	kph:KPNIH24_15660
ko:K22444	kph:KPNIH24_19080
ko:K14274	kph:KPNIH24_08715
ko:K13874	kph:KPNIH24_15145
ko:K22130	kph:KPNIH24_15670
ko:K22129	kph:KPNIH24_15490
ko:K03595	kph:KPNIH24_08865
ko:K22105	kph:KPNIH24_00535
ko:K08994	kph:KPNIH24_14410
ko:K03077	kph:KPNIH24_03940
ko:K22300	kph:KPNIH24_19335
ko:K15634	kph:KPNIH24_03600
ko:K02257	kph:KPNIH24_23145
ko:K22293	kph:KPNIH24_15755
ko:K22302	kph:KPNIH24_19330
ko:K13566	kph:KPNIH24_23985
ko:K11206	kph:KPNIH24_21325
ko:K22489	kph:KPNIH24_07920
ko:K22601	kph:KPNIH24_14725
