ko:K19744	pff:PFLUOLIPICF726490
ko:K15777	pff:PFLUOLIPICF728315
ko:K17722	pff:PFLUOLIPICF719030
ko:K18896	pff:PFLUOLIPICF727140
ko:K13028	pff:PFLUOLIPICF718125
ko:K19803	pff:PFLUOLIPICF707015
ko:K19802	pff:PFLUOLIPICF724070
ko:K00505	pff:PFLUOLIPICF726065
ko:K19954	pff:PFLUOLIPICF711050
ko:K00380	pff:PFLUOLIPICF721850
ko:K21636	pff:PFLUOLIPICF720905
ko:K05770	pff:PFLUOLIPICF717595
ko:K09796	pff:PFLUOLIPICF720790
ko:K09796	pff:PFLUOLIPICF705370
ko:K09471	pff:PFLUOLIPICF709065
ko:K20036	pff:PFLUOLIPICF725950
ko:K20971	pff:PFLUOLIPICF711880
ko:K11915	pff:PFLUOLIPICF708875
ko:K20807	pff:PFLUOLIPICF718105
ko:K20444	pff:PFLUOLIPICF716230
ko:K09691	pff:PFLUOLIPICF717260
ko:K20455	pff:PFLUOLIPICF715485
ko:K00001	pff:PFLUOLIPICF718075
ko:K09788	pff:PFLUOLIPICF715490
ko:K20534	pff:PFLUOLIPICF722255
ko:K20972	pff:PFLUOLIPICF705320
ko:K00130	pff:PFLUOLIPICF710445
ko:K20757	pff:PFLUOLIPICF724490
ko:K01214	pff:PFLUOLIPICF722070
ko:K11529	pff:PFLUOLIPICF728065
ko:K20881	pff:PFLUOLIPICF706925
ko:K14055	pff:PFLUOLIPICF720760
ko:K20987	pff:PFLUOLIPICF727235
ko:K21008	pff:PFLUOLIPICF706810
ko:K21006	pff:PFLUOLIPICF706820
ko:K21007	pff:PFLUOLIPICF706815
ko:K21010	pff:PFLUOLIPICF706800
ko:K21011	pff:PFLUOLIPICF706795
ko:K16011	pff:PFLUOLIPICF727225
ko:K20997	pff:PFLUOLIPICF727220
ko:K20998	pff:PFLUOLIPICF727240
ko:K20999	pff:PFLUOLIPICF727245
ko:K21000	pff:PFLUOLIPICF727250
ko:K21001	pff:PFLUOLIPICF727255
ko:K21002	pff:PFLUOLIPICF727260
ko:K21003	pff:PFLUOLIPICF727265
ko:K21004	pff:PFLUOLIPICF727270
ko:K21005	pff:PFLUOLIPICF727275
ko:K21062	pff:PFLUOLIPICF722345
ko:K13877	pff:PFLUOLIPICF722340
ko:K13877	pff:PFLUOLIPICF726385
ko:K20938	pff:PFLUOLIPICF719810
ko:K21135	pff:PFLUOLIPICF703535
ko:K21137	pff:PFLUOLIPICF707165
ko:K00821	pff:PFLUOLIPICF710835
ko:K21021	pff:PFLUOLIPICF712715
ko:K20973	pff:PFLUOLIPICF728280
ko:K20974	pff:PFLUOLIPICF727875
ko:K20975	pff:PFLUOLIPICF718845
ko:K20976	pff:PFLUOLIPICF716570
ko:K20977	pff:PFLUOLIPICF716565
ko:K20978	pff:PFLUOLIPICF716560
ko:K21053	pff:PFLUOLIPICF705045
ko:K07689	pff:PFLUOLIPICF726635
ko:K07126	pff:PFLUOLIPICF726615
ko:K00840	pff:PFLUOLIPICF714840
ko:K21024	pff:PFLUOLIPICF714360
ko:K21029	pff:PFLUOLIPICF704625
ko:K21023	pff:PFLUOLIPICF724635
ko:K21060	pff:PFLUOLIPICF722335
ko:K21009	pff:PFLUOLIPICF706805
ko:K08968	pff:PFLUOLIPICF728270
ko:K21136	pff:PFLUOLIPICF707170
ko:K21133	pff:PFLUOLIPICF703540
ko:K21134	pff:PFLUOLIPICF707160
ko:K21012	pff:PFLUOLIPICF706790
ko:K00632	pff:PFLUOLIPICF700620
ko:K21218	pff:PFLUOLIPICF702590
ko:K00529	pff:PFLUOLIPICF726295
ko:K00249	pff:PFLUOLIPICF722965
ko:K03553	pff:PFLUOLIPICF702415
ko:K03791	pff:PFLUOLIPICF702430
ko:K06905	pff:PFLUOLIPICF702435
ko:K06906	pff:PFLUOLIPICF702445
ko:K06908	pff:PFLUOLIPICF702465
ko:K06907	pff:PFLUOLIPICF702470
ko:K06903	pff:PFLUOLIPICF702505
ko:K03676	pff:PFLUOLIPICF706625
ko:K14059	pff:PFLUOLIPICF719090
ko:K02316	pff:PFLUOLIPICF710915
ko:K02314	pff:PFLUOLIPICF719160
ko:K07451	pff:PFLUOLIPICF719195
ko:K06904	pff:PFLUOLIPICF719220
ko:K03791	pff:PFLUOLIPICF719320
ko:K06217	pff:PFLUOLIPICF711845
ko:K07336	pff:PFLUOLIPICF704240
ko:K01520	pff:PFLUOLIPICF709005
ko:K03546	pff:PFLUOLIPICF721465
ko:K02314	pff:PFLUOLIPICF705665
ko:K00560	pff:PFLUOLIPICF709825
ko:K06952	pff:PFLUOLIPICF722215
ko:K06223	pff:PFLUOLIPICF722230
ko:K07336	pff:PFLUOLIPICF701780
ko:K10747	pff:PFLUOLIPICF701815
ko:K00287	pff:PFLUOLIPICF709885
ko:K02483	pff:PFLUOLIPICF720600
ko:K01046	pff:PFLUOLIPICF705500
ko:K05710	pff:PFLUOLIPICF726300
ko:K03892	pff:PFLUOLIPICF722500
ko:K00146	pff:PFLUOLIPICF718410
ko:K02335	pff:PFLUOLIPICF707845
ko:K21281	pff:PFLUOLIPICF722380
ko:K05799	pff:PFLUOLIPICF709405
ko:K00108	pff:PFLUOLIPICF726795
ko:K05375	pff:PFLUOLIPICF716835
ko:K20938	pff:PFLUOLIPICF707135
ko:K02032	pff:PFLUOLIPICF700300
ko:K02031	pff:PFLUOLIPICF700305
ko:K02482	pff:PFLUOLIPICF702815
ko:K21196	pff:PFLUOLIPICF709865
ko:K00108	pff:PFLUOLIPICF710440
ko:K21310	pff:PFLUOLIPICF721090
ko:K00526	pff:PFLUOLIPICF714785
ko:K00526	pff:PFLUOLIPICF724495
ko:K21416	pff:PFLUOLIPICF725630
ko:K21417	pff:PFLUOLIPICF725625
ko:K21405	pff:PFLUOLIPICF720370
ko:K21405	pff:PFLUOLIPICF725635
ko:K21420	pff:PFLUOLIPICF720115
ko:K03651	pff:PFLUOLIPICF721155
ko:K11690	pff:PFLUOLIPICF721685
ko:K21405	pff:PFLUOLIPICF711670
ko:K21405	pff:PFLUOLIPICF726315
ko:K02483	pff:PFLUOLIPICF727810
ko:K02483	pff:PFLUOLIPICF724800
ko:K02483	pff:PFLUOLIPICF725570
ko:K02483	pff:PFLUOLIPICF701770
ko:K21470	pff:PFLUOLIPICF721210
ko:K22044	pff:PFLUOLIPICF716845
ko:K00344	pff:PFLUOLIPICF708130
ko:K21498	pff:PFLUOLIPICF713460
ko:K01420	pff:PFLUOLIPICF715775
ko:K01420	pff:PFLUOLIPICF720770
ko:K21699	pff:PFLUOLIPICF705010
ko:K21699	pff:PFLUOLIPICF714775
ko:K21711	pff:PFLUOLIPICF708575
ko:K10914	pff:PFLUOLIPICF707250
ko:K16637	pff:PFLUOLIPICF700370
ko:K21645	pff:PFLUOLIPICF717285
ko:K21757	pff:PFLUOLIPICF712800
ko:K21825	pff:PFLUOLIPICF714830
ko:K21829	pff:PFLUOLIPICF726500
ko:K21826	pff:PFLUOLIPICF710480
ko:K21831	pff:PFLUOLIPICF721940
ko:K21833	pff:PFLUOLIPICF710545
ko:K21834	pff:PFLUOLIPICF710550
ko:K21830	pff:PFLUOLIPICF709895
ko:K21829	pff:PFLUOLIPICF710665
ko:K21826	pff:PFLUOLIPICF726530
ko:K21832	pff:PFLUOLIPICF710570
ko:K21990	pff:PFLUOLIPICF710295
ko:K22044	pff:PFLUOLIPICF711480
ko:K22003	pff:PFLUOLIPICF700980
ko:K03741	pff:PFLUOLIPICF722490
ko:K01816	pff:PFLUOLIPICF728055
ko:K22132	pff:PFLUOLIPICF702070
ko:K22067	pff:PFLUOLIPICF715595
ko:K22294	pff:PFLUOLIPICF724355
ko:K22131	pff:PFLUOLIPICF711930
ko:K01816	pff:PFLUOLIPICF726325
ko:K13874	pff:PFLUOLIPICF700950
ko:K14274	pff:PFLUOLIPICF726380
ko:K03595	pff:PFLUOLIPICF703040
ko:K07183	pff:PFLUOLIPICF715590
ko:K00304	pff:PFLUOLIPICF710600
ko:K00302	pff:PFLUOLIPICF710605
ko:K22187	pff:PFLUOLIPICF704035
ko:K08994	pff:PFLUOLIPICF722800
ko:K08994	pff:PFLUOLIPICF726435
ko:K22185	pff:PFLUOLIPICF726355
ko:K13875	pff:PFLUOLIPICF726400
ko:K22278	pff:PFLUOLIPICF702980
ko:K12242	pff:PFLUOLIPICF724180
ko:K22292	pff:PFLUOLIPICF700285
ko:K22250	pff:PFLUOLIPICF706340
ko:K22296	pff:PFLUOLIPICF724370
ko:K22345	pff:PFLUOLIPICF712960
ko:K17758	pff:PFLUOLIPICF705775
ko:K02257	pff:PFLUOLIPICF707910
ko:K02257	pff:PFLUOLIPICF713105
ko:K02257	pff:PFLUOLIPICF723865
ko:K11391	pff:PFLUOLIPICF712135
ko:K01505	pff:PFLUOLIPICF719455
ko:K11206	pff:PFLUOLIPICF703955
ko:K13566	pff:PFLUOLIPICF713350
ko:K22491	pff:PFLUOLIPICF712995
ko:K22491	pff:PFLUOLIPICF704570
ko:K22486	pff:PFLUOLIPICF715610
ko:K03219	pff:PFLUOLIPICF715600
ko:K22551	pff:PFLUOLIPICF726590
