ko:K00086	kpz:KPNIH27_22065
ko:K03502	kpz:KPNIH27_10120
ko:K03169	kpz:KPNIH27_10245
ko:K03746	kpz:KPNIH27_15270
ko:K07480	kpz:KPNIH27_19600
ko:K11685	kpz:KPNIH27_19645
ko:K18320	kpz:KPNIH27_26700
ko:K00520	kpz:KPNIH27_26775
ko:K08364	kpz:KPNIH27_26785
ko:K08363	kpz:KPNIH27_26790
ko:K10748	kpz:KPNIH27_26885
ko:K12057	kpz:KPNIH27_26905
ko:K12072	kpz:KPNIH27_26910
ko:K12056	kpz:KPNIH27_26915
ko:K07724	kpz:KPNIH27_26925
ko:K03746	kpz:KPNIH27_26945
ko:K03746	kpz:KPNIH27_26960
ko:K12214	kpz:KPNIH27_26965
ko:K12213	kpz:KPNIH27_26975
ko:K12209	kpz:KPNIH27_26980
ko:K12206	kpz:KPNIH27_27005
ko:K18320	kpz:KPNIH27_27070
ko:K03502	kpz:KPNIH27_27220
ko:K03503	kpz:KPNIH27_27225
ko:K12218	kpz:KPNIH27_27255
ko:K12217	kpz:KPNIH27_27265
ko:K18320	kpz:KPNIH27_27295
ko:K18555	kpz:KPNIH27_27320
ko:K18320	kpz:KPNIH27_27325
ko:K18320	kpz:KPNIH27_27340
ko:K05839	kpz:KPNIH27_27355
ko:K03111	kpz:KPNIH27_27395
ko:K12204	kpz:KPNIH27_27430
ko:K12203	kpz:KPNIH27_27435
ko:K12222	kpz:KPNIH27_27440
ko:K18974	kpz:KPNIH27_26420
ko:K18979	kpz:KPNIH27_02090
ko:K18974	kpz:KPNIH27_26455
ko:K07497	kpz:KPNIH27_29355
ko:K08365	kpz:KPNIH27_26795
ko:K18991	kpz:KPNIH27_24855
ko:K18988	kpz:KPNIH27_05150
ko:K18997	kpz:KPNIH27_01830
ko:K07497	kpz:KPNIH27_26755
ko:K05799	kpz:KPNIH27_04050
ko:K07484	kpz:KPNIH27_00135
ko:K07484	kpz:KPNIH27_04875
ko:K07484	kpz:KPNIH27_13105
ko:K07484	kpz:KPNIH27_27675
ko:K01980	kpz:KPNIH27_04565
ko:K11645	kpz:KPNIH27_17240
ko:K19048	kpz:KPNIH27_19920
ko:K19046	kpz:KPNIH27_20285
ko:K14228	kpz:KPNIH27_16550
ko:K14237	kpz:KPNIH27_14295
ko:K14237	kpz:KPNIH27_14300
ko:K14233	kpz:KPNIH27_16685
ko:K14238	kpz:KPNIH27_24800
ko:K19000	kpz:KPNIH27_04485
ko:K07497	kpz:KPNIH27_11470
ko:K07497	kpz:KPNIH27_29350
ko:K07484	kpz:KPNIH27_28260
ko:K19057	kpz:KPNIH27_26770
ko:K19059	kpz:KPNIH27_26765
ko:K07746	kpz:KPNIH27_27930
ko:K11748	kpz:KPNIH27_23285
ko:K09017	kpz:KPNIH27_09055
ko:K19221	kpz:KPNIH27_10530
ko:K19222	kpz:KPNIH27_15045
ko:K19165	kpz:KPNIH27_23685
ko:K19166	kpz:KPNIH27_29720
ko:K19226	kpz:KPNIH27_10670
ko:K02777	kpz:KPNIH27_18335
ko:K19163	kpz:KPNIH27_29270
ko:K19123	kpz:KPNIH27_20290
ko:K19236	kpz:KPNIH27_09405
ko:K07448	kpz:KPNIH27_25845
ko:K19058	kpz:KPNIH27_26780
ko:K05714	kpz:KPNIH27_14855
ko:K03445	kpz:KPNIH27_25030
ko:K19163	kpz:KPNIH27_27775
ko:K07448	kpz:KPNIH27_27150
ko:K22444	kpz:KPNIH27_08905
ko:K16291	kpz:KPNIH27_16710
ko:K16291	kpz:KPNIH27_28365
ko:K19124	kpz:KPNIH27_20280
ko:K00571	kpz:KPNIH27_29820
ko:K19238	kpz:KPNIH27_16755
ko:K01710	kpz:KPNIH27_00740
ko:K19164	kpz:KPNIH27_29265
ko:K19229	kpz:KPNIH27_10655
ko:K07319	kpz:KPNIH27_09720
ko:K06121	kpz:KPNIH27_28310
ko:K06122	kpz:KPNIH27_28305
ko:K19228	kpz:KPNIH27_10660
ko:K19125	kpz:KPNIH27_20275
ko:K19234	kpz:KPNIH27_14930
ko:K12979	kpz:KPNIH27_19635
ko:K19235	kpz:KPNIH27_07935
ko:K00590	kpz:KPNIH27_25940
ko:K04771	kpz:KPNIH27_04355
ko:K07451	kpz:KPNIH27_27815
ko:K19168	kpz:KPNIH27_21285
ko:K09951	kpz:KPNIH27_20260
ko:K19101	kpz:KPNIH27_25670
ko:K19265	kpz:KPNIH27_18215
ko:K19270	kpz:KPNIH27_17925
ko:K01582	kpz:KPNIH27_04470
ko:K00839	kpz:KPNIH27_13020
ko:K01992	kpz:KPNIH27_02930
ko:K01992	kpz:KPNIH27_07775
ko:K01992	kpz:KPNIH27_07780
ko:K01992	kpz:KPNIH27_24570
ko:K01066	kpz:KPNIH27_00205
ko:K03722	kpz:KPNIH27_16135
ko:K19416	kpz:KPNIH27_08875
ko:K00020	kpz:KPNIH27_12740
ko:K03722	kpz:KPNIH27_07830
ko:K19335	kpz:KPNIH27_11215
ko:K07497	kpz:KPNIH27_29520
ko:K07497	kpz:KPNIH27_29525
ko:K07497	kpz:KPNIH27_29845
ko:K07497	kpz:KPNIH27_27655
ko:K07497	kpz:KPNIH27_28560
ko:K07497	kpz:KPNIH27_28595
ko:K07497	kpz:KPNIH27_17265
ko:K07497	kpz:KPNIH27_26590
ko:K07497	kpz:KPNIH27_26600
ko:K19267	kpz:KPNIH27_02290
ko:K17214	kpz:KPNIH27_06155
ko:K19337	kpz:KPNIH27_16355
ko:K19278	kpz:KPNIH27_26710
ko:K19271	kpz:KPNIH27_14380
ko:K19338	kpz:KPNIH27_16720
ko:K19304	kpz:KPNIH27_16370
ko:K19505	kpz:KPNIH27_03235
ko:K19334	kpz:KPNIH27_02555
ko:K19302	kpz:KPNIH27_08060
ko:K01175	kpz:KPNIH27_07205
ko:K19270	kpz:KPNIH27_10410
ko:K19271	kpz:KPNIH27_27330
ko:K19300	kpz:KPNIH27_25655
ko:K19336	kpz:KPNIH27_11210
ko:K19333	kpz:KPNIH27_16225
ko:K01785	kpz:KPNIH27_18860
ko:K02031	kpz:KPNIH27_14400
ko:K02031	kpz:KPNIH27_06465
ko:K14232	kpz:KPNIH27_24130
ko:K19303	kpz:KPNIH27_14225
ko:K01096	kpz:KPNIH27_10585
ko:K19510	kpz:KPNIH27_03265
ko:K14227	kpz:KPNIH27_00590
ko:K14227	kpz:KPNIH27_01045
ko:K14227	kpz:KPNIH27_04555
ko:K14218	kpz:KPNIH27_00595
ko:K14218	kpz:KPNIH27_04560
ko:K14218	kpz:KPNIH27_01050
ko:K14218	kpz:KPNIH27_18240
ko:K14218	kpz:KPNIH27_18245
ko:K19577	kpz:KPNIH27_14240
ko:K02532	kpz:KPNIH27_08025
ko:K19507	kpz:KPNIH27_03245
ko:K19611	kpz:KPNIH27_06655
ko:K11209	kpz:KPNIH27_17965
ko:K06884	kpz:KPNIH27_09955
ko:K06884	kpz:KPNIH27_13430
ko:K19506	kpz:KPNIH27_03240
ko:K19508	kpz:KPNIH27_03250
ko:K19509	kpz:KPNIH27_03255
ko:K02796	kpz:KPNIH27_16185
ko:K12205	kpz:KPNIH27_27425
ko:K17881	kpz:KPNIH27_26410
ko:K19697	kpz:KPNIH27_20765
ko:K19688	kpz:KPNIH27_08030
ko:K19776	kpz:KPNIH27_25205
ko:K19775	kpz:KPNIH27_22235
ko:K19778	kpz:KPNIH27_22005
ko:K19778	kpz:KPNIH27_22030
ko:K19778	kpz:KPNIH27_28290
ko:K15540	kpz:KPNIH27_06060
ko:K19784	kpz:KPNIH27_25290
ko:K07486	kpz:KPNIH27_26645
ko:K00799	kpz:KPNIH27_08040
ko:K00799	kpz:KPNIH27_04790
ko:K06131	kpz:KPNIH27_07760
ko:K00799	kpz:KPNIH27_17960
ko:K07119	kpz:KPNIH27_13795
ko:K15777	kpz:KPNIH27_21860
ko:K07147	kpz:KPNIH27_22900
ko:K02031	kpz:KPNIH27_17170
ko:K02032	kpz:KPNIH27_17165
ko:K07274	kpz:KPNIH27_10170
ko:K07484	kpz:KPNIH27_29600
ko:K19802	kpz:KPNIH27_10760
ko:K02464	kpz:KPNIH27_04210
ko:K19803	kpz:KPNIH27_17545
ko:K07662	kpz:KPNIH27_00395
ko:K19804	kpz:KPNIH27_10595
ko:K21613	kpz:KPNIH27_13740
ko:K19810	kpz:KPNIH27_01990
ko:K21638	kpz:KPNIH27_01545
ko:K21636	kpz:KPNIH27_02495
ko:K21405	kpz:KPNIH27_19610
ko:K20034	kpz:KPNIH27_09500
ko:K00040	kpz:KPNIH27_17535
ko:K07484	kpz:KPNIH27_28025
ko:K07484	kpz:KPNIH27_28630
ko:K07484	kpz:KPNIH27_26580
ko:K14223	kpz:KPNIH27_07115
ko:K21265	kpz:KPNIH27_02980
ko:K01139	kpz:KPNIH27_24680
ko:K07686	kpz:KPNIH27_25075
ko:K22443	kpz:KPNIH27_08915
ko:K01612	kpz:KPNIH27_20150
ko:K07346	kpz:KPNIH27_27705
ko:K14223	kpz:KPNIH27_07120
ko:K14225	kpz:KPNIH27_01090
ko:K14225	kpz:KPNIH27_02075
ko:K14225	kpz:KPNIH27_02085
ko:K14225	kpz:KPNIH27_16560
ko:K14225	kpz:KPNIH27_02080
ko:K14225	kpz:KPNIH27_21240
ko:K20415	kpz:KPNIH27_22450
ko:K14221	kpz:KPNIH27_00610
ko:K14221	kpz:KPNIH27_04575
ko:K14221	kpz:KPNIH27_04635
ko:K14226	kpz:KPNIH27_00790
ko:K20542	kpz:KPNIH27_24025
ko:K20542	kpz:KPNIH27_24065
ko:K20543	kpz:KPNIH27_24075
ko:K20510	kpz:KPNIH27_22440
ko:K20511	kpz:KPNIH27_22445
ko:K20543	kpz:KPNIH27_24020
ko:K20509	kpz:KPNIH27_22425
ko:K19591	kpz:KPNIH27_05920
ko:K20541	kpz:KPNIH27_24030
ko:K21759	kpz:KPNIH27_20145
ko:K20541	kpz:KPNIH27_24080
ko:K22602	kpz:KPNIH27_13050
ko:K22132	kpz:KPNIH27_20540
ko:K22003	kpz:KPNIH27_15905
ko:K14234	kpz:KPNIH27_01080
ko:K14234	kpz:KPNIH27_01095
ko:K14234	kpz:KPNIH27_22975
ko:K14234	kpz:KPNIH27_04940
ko:K14236	kpz:KPNIH27_01085
ko:K14236	kpz:KPNIH27_15305
ko:K14236	kpz:KPNIH27_15300
ko:K14230	kpz:KPNIH27_20550
ko:K14230	kpz:KPNIH27_20560
ko:K14230	kpz:KPNIH27_22535
ko:K14230	kpz:KPNIH27_20555
ko:K01980	kpz:KPNIH27_01270
ko:K02438	kpz:KPNIH27_23595
ko:K02790	kpz:KPNIH27_11770
ko:K02791	kpz:KPNIH27_11770
ko:K14229	kpz:KPNIH27_07415
ko:K14229	kpz:KPNIH27_07425
ko:K14229	kpz:KPNIH27_07445
ko:K14229	kpz:KPNIH27_07435
ko:K14229	kpz:KPNIH27_18280
ko:K14229	kpz:KPNIH27_07440
ko:K14220	kpz:KPNIH27_16695
ko:K14220	kpz:KPNIH27_16725
ko:K14220	kpz:KPNIH27_16765
ko:K14220	kpz:KPNIH27_16775
ko:K14228	kpz:KPNIH27_07125
ko:K14231	kpz:KPNIH27_01880
ko:K14231	kpz:KPNIH27_21595
ko:K01980	kpz:KPNIH27_19350
ko:K14232	kpz:KPNIH27_00800
ko:K14233	kpz:KPNIH27_19790
ko:K14232	kpz:KPNIH27_17640
ko:K14228	kpz:KPNIH27_02705
ko:K01200	kpz:KPNIH27_04275
ko:K21029	kpz:KPNIH27_07985
ko:K04333	kpz:KPNIH27_21515
ko:K21085	kpz:KPNIH27_16635
ko:K21088	kpz:KPNIH27_13175
ko:K21021	kpz:KPNIH27_19415
ko:K21086	kpz:KPNIH27_27725
ko:K21086	kpz:KPNIH27_21035
ko:K02495	kpz:KPNIH27_00160
ko:K08968	kpz:KPNIH27_16250
ko:K21028	kpz:KPNIH27_10270
ko:K00525	kpz:KPNIH27_17720
ko:K13609	kpz:KPNIH27_03165
ko:K00821	kpz:KPNIH27_23325
ko:K21090	kpz:KPNIH27_16165
ko:K00525	kpz:KPNIH27_19685
ko:K02335	kpz:KPNIH27_00145
ko:K06217	kpz:KPNIH27_09100
ko:K06919	kpz:KPNIH27_04895
ko:K18640	kpz:KPNIH27_29860
ko:K03546	kpz:KPNIH27_05255
ko:K01160	kpz:KPNIH27_09695
ko:K03791	kpz:KPNIH27_09735
ko:K06904	kpz:KPNIH27_09800
ko:K03791	kpz:KPNIH27_19105
ko:K06919	kpz:KPNIH27_19130
ko:K06223	kpz:KPNIH27_23390
ko:K02314	kpz:KPNIH27_01475
ko:K07336	kpz:KPNIH27_10450
ko:K06866	kpz:KPNIH27_19300
ko:K18640	kpz:KPNIH27_01820
ko:K00857	kpz:KPNIH27_15265
ko:K06191	kpz:KPNIH27_19675
ko:K06919	kpz:KPNIH27_10915
ko:K06197	kpz:KPNIH27_15405
ko:K18640	kpz:KPNIH27_26950
ko:K18640	kpz:KPNIH27_27130
ko:K01185	kpz:KPNIH27_11440
ko:K02314	kpz:KPNIH27_15800
ko:K02315	kpz:KPNIH27_15805
ko:K14059	kpz:KPNIH27_15895
ko:K03676	kpz:KPNIH27_24410
ko:K01520	kpz:KPNIH27_24545
ko:K04068	kpz:KPNIH27_02490
ko:K06919	kpz:KPNIH27_02755
ko:K06217	kpz:KPNIH27_07085
ko:K18640	kpz:KPNIH27_27600
ko:K07313	kpz:KPNIH27_16280
ko:K00560	kpz:KPNIH27_20835
ko:K14623	kpz:KPNIH27_25160
ko:K02315	kpz:KPNIH27_03285
ko:K00558	kpz:KPNIH27_16655
ko:K00287	kpz:KPNIH27_03685
ko:K00558	kpz:KPNIH27_25835
ko:K00558	kpz:KPNIH27_26005
ko:K09882	kpz:KPNIH27_26205
ko:K00558	kpz:KPNIH27_26295
ko:K02316	kpz:KPNIH27_21980
ko:K03292	kpz:KPNIH27_04040
ko:K00526	kpz:KPNIH27_19690
ko:K20938	kpz:KPNIH27_20450
ko:K02032	kpz:KPNIH27_06460
ko:K02032	kpz:KPNIH27_14405
ko:K02032	kpz:KPNIH27_06530
ko:K02031	kpz:KPNIH27_06535
ko:K05934	kpz:KPNIH27_20615
ko:K14333	kpz:KPNIH27_00690
ko:K03292	kpz:KPNIH27_21720
ko:K21416	kpz:KPNIH27_04815
ko:K21417	kpz:KPNIH27_04810
ko:K13695	kpz:KPNIH27_15090
ko:K00146	kpz:KPNIH27_11475
ko:K03651	kpz:KPNIH27_02675
ko:K21470	kpz:KPNIH27_08655
ko:K01451	kpz:KPNIH27_06235
ko:K01420	kpz:KPNIH27_11860
ko:K00863	kpz:KPNIH27_28355
ko:K00863	kpz:KPNIH27_28410
ko:K00863	kpz:KPNIH27_22110
ko:K01451	kpz:KPNIH27_10690
ko:K21698	kpz:KPNIH27_22855
ko:K21695	kpz:KPNIH27_22850
ko:K00875	kpz:KPNIH27_17230
ko:K21948	kpz:KPNIH27_26665
ko:K21948	kpz:KPNIH27_12265
ko:K13638	kpz:KPNIH27_23060
ko:K21973	kpz:KPNIH27_12235
ko:K21963	kpz:KPNIH27_05000
ko:K21965	kpz:KPNIH27_05010
ko:K21974	kpz:KPNIH27_07555
ko:K21966	kpz:KPNIH27_05015
ko:K21968	kpz:KPNIH27_05025
ko:K21976	kpz:KPNIH27_07545
ko:K21990	kpz:KPNIH27_18145
ko:K22041	kpz:KPNIH27_09395
ko:K22041	kpz:KPNIH27_30090
ko:K22015	kpz:KPNIH27_14705
ko:K22024	kpz:KPNIH27_12435
ko:K22044	kpz:KPNIH27_07870
ko:K22051	kpz:KPNIH27_02050
ko:K21964	kpz:KPNIH27_05005
ko:K21967	kpz:KPNIH27_05020
ko:K21972	kpz:KPNIH27_07565
ko:K21973	kpz:KPNIH27_07560
ko:K21975	kpz:KPNIH27_07550
ko:K08319	kpz:KPNIH27_26670
ko:K15576	kpz:KPNIH27_15380
ko:K22131	kpz:KPNIH27_12255
ko:K05275	kpz:KPNIH27_21020
ko:K14274	kpz:KPNIH27_19395
ko:K22024	kpz:KPNIH27_09455
ko:K13874	kpz:KPNIH27_12760
ko:K22130	kpz:KPNIH27_12260
ko:K22129	kpz:KPNIH27_12430
ko:K03595	kpz:KPNIH27_19245
ko:K22105	kpz:KPNIH27_00555
ko:K22110	kpz:KPNIH27_20995
ko:K08994	kpz:KPNIH27_13355
ko:K03892	kpz:KPNIH27_28000
ko:K03077	kpz:KPNIH27_03760
ko:K15634	kpz:KPNIH27_03480
ko:K02257	kpz:KPNIH27_05525
ko:K22293	kpz:KPNIH27_12175
ko:K13566	kpz:KPNIH27_04650
ko:K11206	kpz:KPNIH27_06950
ko:K07319	kpz:KPNIH27_27585
ko:K22489	kpz:KPNIH27_20160
ko:K22601	kpz:KPNIH27_13060
