ko:K19272	kpg:KPNIH32_28420
ko:K04099	kpg:KPNIH32_27180
ko:K07481	kpg:KPNIH32_28475
ko:K03761	kpg:KPNIH32_20725
ko:K07497	kpg:KPNIH32_17845
ko:K07483	kpg:KPNIH32_29400
ko:K07497	kpg:KPNIH32_27815
ko:K05396	kpg:KPNIH32_17310
ko:K14235	kpg:KPNIH32_00600
ko:K01980	kpg:KPNIH32_00085
ko:K01980	kpg:KPNIH32_00585
ko:K01980	kpg:KPNIH32_01275
ko:K14220	kpg:KPNIH32_06575
ko:K14237	kpg:KPNIH32_08260
ko:K14237	kpg:KPNIH32_19635
ko:K14237	kpg:KPNIH32_19630
ko:K14237	kpg:KPNIH32_08270
ko:K14237	kpg:KPNIH32_19640
ko:K14230	kpg:KPNIH32_24060
ko:K07497	kpg:KPNIH32_02995
ko:K18979	kpg:KPNIH32_02255
ko:K18991	kpg:KPNIH32_27055
ko:K07483	kpg:KPNIH32_10810
ko:K07483	kpg:KPNIH32_18160
ko:K03892	kpg:KPNIH32_28595
ko:K18988	kpg:KPNIH32_05560
ko:K18997	kpg:KPNIH32_01935
ko:K05799	kpg:KPNIH32_04445
ko:K07484	kpg:KPNIH32_27680
ko:K01980	kpg:KPNIH32_04995
ko:K11645	kpg:KPNIH32_18575
ko:K19048	kpg:KPNIH32_23485
ko:K19048	kpg:KPNIH32_21610
ko:K14228	kpg:KPNIH32_17260
ko:K14219	kpg:KPNIH32_00780
ko:K14237	kpg:KPNIH32_15105
ko:K14237	kpg:KPNIH32_15110
ko:K14233	kpg:KPNIH32_17385
ko:K14238	kpg:KPNIH32_27000
ko:K19000	kpg:KPNIH32_04915
ko:K11748	kpg:KPNIH32_25510
ko:K19221	kpg:KPNIH32_11150
ko:K19222	kpg:KPNIH32_15905
ko:K19165	kpg:KPNIH32_25925
ko:K19226	kpg:KPNIH32_11305
ko:K19236	kpg:KPNIH32_10305
ko:K07448	kpg:KPNIH32_28000
ko:K19098	kpg:KPNIH32_27935
ko:K05714	kpg:KPNIH32_15690
ko:K03445	kpg:KPNIH32_27250
ko:K19278	kpg:KPNIH32_24370
ko:K16291	kpg:KPNIH32_17415
ko:K02777	kpg:KPNIH32_19705
ko:K19238	kpg:KPNIH32_17885
ko:K19148	kpg:KPNIH32_27300
ko:K01710	kpg:KPNIH32_00735
ko:K01710	kpg:KPNIH32_18345
ko:K19229	kpg:KPNIH32_11290
ko:K19060	kpg:KPNIH32_28400
ko:K19061	kpg:KPNIH32_28405
ko:K19228	kpg:KPNIH32_11295
ko:K19234	kpg:KPNIH32_15775
ko:K12979	kpg:KPNIH32_21295
ko:K19235	kpg:KPNIH32_08760
ko:K04771	kpg:KPNIH32_04785
ko:K19168	kpg:KPNIH32_22970
ko:K19270	kpg:KPNIH32_19275
ko:K19265	kpg:KPNIH32_19580
ko:K00839	kpg:KPNIH32_13795
ko:K01992	kpg:KPNIH32_03215
ko:K01992	kpg:KPNIH32_08595
ko:K01992	kpg:KPNIH32_08600
ko:K01992	kpg:KPNIH32_26815
ko:K01066	kpg:KPNIH32_00190
ko:K03722	kpg:KPNIH32_16815
ko:K19416	kpg:KPNIH32_09760
ko:K00020	kpg:KPNIH32_13400
ko:K07496	kpg:KPNIH32_28845
ko:K07496	kpg:KPNIH32_28850
ko:K19335	kpg:KPNIH32_11940
ko:K03722	kpg:KPNIH32_08655
ko:K07497	kpg:KPNIH32_01925
ko:K07497	kpg:KPNIH32_02005
ko:K07497	kpg:KPNIH32_10815
ko:K07497	kpg:KPNIH32_23680
ko:K07497	kpg:KPNIH32_03005
ko:K07497	kpg:KPNIH32_07295
ko:K07497	kpg:KPNIH32_28790
ko:K07497	kpg:KPNIH32_26380
ko:K07497	kpg:KPNIH32_18165
ko:K00529	kpg:KPNIH32_23180
ko:K19267	kpg:KPNIH32_02460
ko:K17214	kpg:KPNIH32_06920
ko:K19337	kpg:KPNIH32_17055
ko:K19271	kpg:KPNIH32_15190
ko:K19338	kpg:KPNIH32_17425
ko:K19304	kpg:KPNIH32_17070
ko:K19505	kpg:KPNIH32_03525
ko:K19334	kpg:KPNIH32_02740
ko:K19302	kpg:KPNIH32_08890
ko:K01175	kpg:KPNIH32_08040
ko:K19270	kpg:KPNIH32_11010
ko:K19271	kpg:KPNIH32_29430
ko:K19336	kpg:KPNIH32_11935
ko:K19333	kpg:KPNIH32_16920
ko:K01785	kpg:KPNIH32_20520
ko:K02031	kpg:KPNIH32_18505
ko:K02031	kpg:KPNIH32_07365
ko:K02031	kpg:KPNIH32_15210
ko:K19278	kpg:KPNIH32_27925
ko:K19303	kpg:KPNIH32_15040
ko:K01096	kpg:KPNIH32_11210
ko:K19510	kpg:KPNIH32_03555
ko:K19577	kpg:KPNIH32_15055
ko:K00984	kpg:KPNIH32_24375
ko:K19507	kpg:KPNIH32_03535
ko:K06884	kpg:KPNIH32_14255
ko:K19611	kpg:KPNIH32_07490
ko:K11209	kpg:KPNIH32_19315
ko:K02532	kpg:KPNIH32_08855
ko:K19506	kpg:KPNIH32_03530
ko:K19508	kpg:KPNIH32_03540
ko:K19509	kpg:KPNIH32_03545
ko:K19509	kpg:KPNIH32_07220
ko:K14232	kpg:KPNIH32_00795
ko:K02796	kpg:KPNIH32_16870
ko:K19585	kpg:KPNIH32_21155
ko:K19697	kpg:KPNIH32_22415
ko:K19688	kpg:KPNIH32_08860
ko:K19776	kpg:KPNIH32_27420
ko:K19775	kpg:KPNIH32_24300
ko:K19778	kpg:KPNIH32_24070
ko:K19784	kpg:KPNIH32_27505
ko:K00799	kpg:KPNIH32_08870
ko:K00799	kpg:KPNIH32_05215
ko:K06131	kpg:KPNIH32_08580
ko:K00799	kpg:KPNIH32_19310
ko:K07119	kpg:KPNIH32_14620
ko:K15777	kpg:KPNIH32_23915
ko:K07147	kpg:KPNIH32_25020
ko:K02032	kpg:KPNIH32_18500
ko:K07274	kpg:KPNIH32_10710
ko:K01185	kpg:KPNIH32_06585
ko:K19802	kpg:KPNIH32_11395
ko:K02464	kpg:KPNIH32_04630
ko:K19803	kpg:KPNIH32_18880
ko:K19804	kpg:KPNIH32_11220
ko:K21613	kpg:KPNIH32_14560
ko:K07662	kpg:KPNIH32_00380
ko:K19810	kpg:KPNIH32_02150
ko:K19956	kpg:KPNIH32_01330
ko:K15540	kpg:KPNIH32_06815
ko:K21638	kpg:KPNIH32_01610
ko:K21636	kpg:KPNIH32_02670
ko:K22468	kpg:KPNIH32_14365
ko:K00525	kpg:KPNIH32_19060
ko:K00040	kpg:KPNIH32_18870
ko:K21405	kpg:KPNIH32_21270
ko:K20034	kpg:KPNIH32_10350
ko:K07484	kpg:KPNIH32_29385
ko:K21265	kpg:KPNIH32_03265
ko:K07686	kpg:KPNIH32_27285
ko:K22443	kpg:KPNIH32_09800
ko:K01612	kpg:KPNIH32_21830
ko:K20542	kpg:KPNIH32_26270
ko:K20542	kpg:KPNIH32_26310
ko:K20543	kpg:KPNIH32_26320
ko:K20543	kpg:KPNIH32_26265
ko:K19591	kpg:KPNIH32_06330
ko:K03200	kpg:KPNIH32_28175
ko:K03197	kpg:KPNIH32_17680
ko:K03200	kpg:KPNIH32_17690
ko:K20541	kpg:KPNIH32_26275
ko:K21759	kpg:KPNIH32_21825
ko:K20541	kpg:KPNIH32_26325
ko:K22602	kpg:KPNIH32_13825
ko:K22132	kpg:KPNIH32_22190
ko:K14225	kpg:KPNIH32_02250
ko:K14225	kpg:KPNIH32_17270
ko:K14225	kpg:KPNIH32_02245
ko:K14225	kpg:KPNIH32_01090
ko:K14225	kpg:KPNIH32_02240
ko:K22003	kpg:KPNIH32_16570
ko:K03195	kpg:KPNIH32_28155
ko:K03199	kpg:KPNIH32_28180
ko:K03199	kpg:KPNIH32_17685
ko:K03195	kpg:KPNIH32_17715
ko:K14230	kpg:KPNIH32_22200
ko:K14230	kpg:KPNIH32_24640
ko:K14230	kpg:KPNIH32_22205
ko:K14230	kpg:KPNIH32_22210
ko:K01980	kpg:KPNIH32_25215
ko:K18301	kpg:KPNIH32_15825
ko:K02438	kpg:KPNIH32_25830
ko:K02790	kpg:KPNIH32_12380
ko:K02791	kpg:KPNIH32_12380
ko:K14229	kpg:KPNIH32_08255
ko:K14229	kpg:KPNIH32_08265
ko:K14229	kpg:KPNIH32_19645
ko:K14229	kpg:KPNIH32_08285
ko:K14229	kpg:KPNIH32_08275
ko:K14229	kpg:KPNIH32_08280
ko:K14220	kpg:KPNIH32_17395
ko:K14220	kpg:KPNIH32_17910
ko:K14220	kpg:KPNIH32_17895
ko:K14220	kpg:KPNIH32_17430
ko:K14228	kpg:KPNIH32_07960
ko:K14218	kpg:KPNIH32_19605
ko:K14218	kpg:KPNIH32_19610
ko:K14231	kpg:KPNIH32_02015
ko:K14231	kpg:KPNIH32_23360
ko:K14219	kpg:KPNIH32_20205
ko:K11529	kpg:KPNIH32_11095
ko:K12063	kpg:KPNIH32_29095
ko:K01200	kpg:KPNIH32_04700
ko:K21029	kpg:KPNIH32_08815
ko:K04333	kpg:KPNIH32_23275
ko:K21085	kpg:KPNIH32_17345
ko:K21088	kpg:KPNIH32_14000
ko:K21021	kpg:KPNIH32_20805
ko:K21086	kpg:KPNIH32_22710
ko:K02495	kpg:KPNIH32_00140
ko:K13075	kpg:KPNIH32_13655
ko:K21028	kpg:KPNIH32_10860
ko:K08968	kpg:KPNIH32_16945
ko:K13609	kpg:KPNIH32_03450
ko:K00821	kpg:KPNIH32_25555
ko:K21090	kpg:KPNIH32_16850
ko:K00525	kpg:KPNIH32_21350
ko:K18640	kpg:KPNIH32_01915
ko:K02314	kpg:KPNIH32_23665
ko:K18640	kpg:KPNIH32_27715
ko:K02314	kpg:KPNIH32_06515
ko:K14744	kpg:KPNIH32_06590
ko:K00558	kpg:KPNIH32_28010
ko:K09961	kpg:KPNIH32_06610
ko:K07336	kpg:KPNIH32_11050
ko:K02316	kpg:KPNIH32_24045
ko:K04068	kpg:KPNIH32_02665
ko:K03791	kpg:KPNIH32_20075
ko:K06919	kpg:KPNIH32_02990
ko:K06919	kpg:KPNIH32_11570
ko:K06909	kpg:KPNIH32_11620
ko:K09961	kpg:KPNIH32_11625
ko:K09960	kpg:KPNIH32_11635
ko:K00857	kpg:KPNIH32_16140
ko:K07474	kpg:KPNIH32_20220
ko:K07455	kpg:KPNIH32_20310
ko:K06197	kpg:KPNIH32_16295
ko:K06866	kpg:KPNIH32_20685
ko:K02315	kpg:KPNIH32_03575
ko:K06217	kpg:KPNIH32_07920
ko:K06905	kpg:KPNIH32_20910
ko:K06906	kpg:KPNIH32_20915
ko:K06908	kpg:KPNIH32_20930
ko:K06907	kpg:KPNIH32_20935
ko:K06903	kpg:KPNIH32_20965
ko:K06904	kpg:KPNIH32_25110
ko:K06919	kpg:KPNIH32_25130
ko:K06223	kpg:KPNIH32_21085
ko:K00287	kpg:KPNIH32_04055
ko:K07313	kpg:KPNIH32_16975
ko:K06191	kpg:KPNIH32_21340
ko:K06223	kpg:KPNIH32_25625
ko:K00558	kpg:KPNIH32_17365
ko:K06223	kpg:KPNIH32_08960
ko:K06903	kpg:KPNIH32_09070
ko:K06907	kpg:KPNIH32_09105
ko:K06908	kpg:KPNIH32_09110
ko:K06906	kpg:KPNIH32_09130
ko:K06905	kpg:KPNIH32_09135
ko:K00560	kpg:KPNIH32_22485
ko:K03676	kpg:KPNIH32_26660
ko:K01520	kpg:KPNIH32_26795
ko:K06919	kpg:KPNIH32_05290
ko:K03546	kpg:KPNIH32_05665
ko:K06217	kpg:KPNIH32_09980
ko:K14623	kpg:KPNIH32_27375
ko:K02314	kpg:KPNIH32_01530
ko:K02335	kpg:KPNIH32_00125
ko:K03292	kpg:KPNIH32_04430
ko:K00526	kpg:KPNIH32_21355
ko:K20938	kpg:KPNIH32_22090
ko:K02032	kpg:KPNIH32_15215
ko:K02032	kpg:KPNIH32_07360
ko:K05934	kpg:KPNIH32_22265
ko:K14333	kpg:KPNIH32_00680
ko:K03292	kpg:KPNIH32_23775
ko:K21416	kpg:KPNIH32_05270
ko:K21417	kpg:KPNIH32_05265
ko:K13695	kpg:KPNIH32_15950
ko:K03651	kpg:KPNIH32_02900
ko:K21470	kpg:KPNIH32_09535
ko:K01451	kpg:KPNIH32_07020
ko:K01420	kpg:KPNIH32_12485
ko:K00863	kpg:KPNIH32_24175
ko:K01451	kpg:KPNIH32_11325
ko:K21698	kpg:KPNIH32_24970
ko:K21695	kpg:KPNIH32_24965
ko:K00875	kpg:KPNIH32_18565
ko:K21948	kpg:KPNIH32_12905
ko:K13638	kpg:KPNIH32_25285
ko:K21973	kpg:KPNIH32_12865
ko:K21963	kpg:KPNIH32_05415
ko:K21965	kpg:KPNIH32_05425
ko:K21964	kpg:KPNIH32_07160
ko:K21965	kpg:KPNIH32_07155
ko:K21974	kpg:KPNIH32_08400
ko:K21975	kpg:KPNIH32_08395
ko:K21966	kpg:KPNIH32_05430
ko:K21967	kpg:KPNIH32_07145
ko:K21966	kpg:KPNIH32_07150
ko:K21968	kpg:KPNIH32_05440
ko:K21976	kpg:KPNIH32_08390
ko:K21990	kpg:KPNIH32_19505
ko:K22041	kpg:KPNIH32_10290
ko:K22015	kpg:KPNIH32_01765
ko:K22015	kpg:KPNIH32_01770
ko:K22015	kpg:KPNIH32_15535
ko:K22024	kpg:KPNIH32_13085
ko:K22044	kpg:KPNIH32_08690
ko:K22051	kpg:KPNIH32_02210
ko:K21964	kpg:KPNIH32_05420
ko:K21967	kpg:KPNIH32_05435
ko:K21968	kpg:KPNIH32_07140
ko:K21972	kpg:KPNIH32_08410
ko:K21973	kpg:KPNIH32_08405
ko:K08319	kpg:KPNIH32_28055
ko:K15576	kpg:KPNIH32_16265
ko:K22131	kpg:KPNIH32_12895
ko:K08319	kpg:KPNIH32_12910
ko:K05275	kpg:KPNIH32_22685
ko:K22444	kpg:KPNIH32_09790
ko:K14274	kpg:KPNIH32_20785
ko:K13874	kpg:KPNIH32_13420
ko:K22130	kpg:KPNIH32_12900
ko:K22129	kpg:KPNIH32_13080
ko:K03595	kpg:KPNIH32_20625
ko:K22105	kpg:KPNIH32_00545
ko:K22110	kpg:KPNIH32_22660
ko:K08994	kpg:KPNIH32_14175
ko:K03077	kpg:KPNIH32_04135
ko:K15634	kpg:KPNIH32_03780
ko:K02257	kpg:KPNIH32_05935
ko:K22293	kpg:KPNIH32_12800
ko:K13566	kpg:KPNIH32_05075
ko:K11206	kpg:KPNIH32_07780
ko:K07319	kpg:KPNIH32_27730
ko:K00424	kpg:KPNIH32_08210
ko:K22489	kpg:KPNIH32_21840
ko:K22601	kpg:KPNIH32_13835
