ko:K16238	kpy:KPNIH31_05620
ko:K14224	kpy:KPNIH31_00080
ko:K14224	kpy:KPNIH31_19340
ko:K14224	kpy:KPNIH31_04905
ko:K14224	kpy:KPNIH31_01265
ko:K14227	kpy:KPNIH31_00575
ko:K14227	kpy:KPNIH31_01035
ko:K14227	kpy:KPNIH31_03070
ko:K14221	kpy:KPNIH31_00595
ko:K14221	kpy:KPNIH31_03050
ko:K14221	kpy:KPNIH31_02995
ko:K14226	kpy:KPNIH31_00780
ko:K14232	kpy:KPNIH31_00790
ko:K14234	kpy:KPNIH31_01070
ko:K14234	kpy:KPNIH31_01085
ko:K14234	kpy:KPNIH31_23390
ko:K14234	kpy:KPNIH31_02650
ko:K14236	kpy:KPNIH31_01075
ko:K14236	kpy:KPNIH31_15470
ko:K14236	kpy:KPNIH31_15475
ko:K14225	kpy:KPNIH31_01080
ko:K14225	kpy:KPNIH31_02255
ko:K14225	kpy:KPNIH31_02260
ko:K14225	kpy:KPNIH31_02265
ko:K14225	kpy:KPNIH31_16475
ko:K14231	kpy:KPNIH31_02045
ko:K14231	kpy:KPNIH31_21760
ko:K14223	kpy:KPNIH31_07720
ko:K14223	kpy:KPNIH31_07725
ko:K14228	kpy:KPNIH31_07730
ko:K14229	kpy:KPNIH31_08020
ko:K14229	kpy:KPNIH31_08030
ko:K14229	kpy:KPNIH31_18520
ko:K14229	kpy:KPNIH31_08040
ko:K14237	kpy:KPNIH31_08025
ko:K14237	kpy:KPNIH31_18510
ko:K14237	kpy:KPNIH31_18515
ko:K14237	kpy:KPNIH31_08035
ko:K14237	kpy:KPNIH31_18505
ko:K14220	kpy:KPNIH31_16600
ko:K14220	kpy:KPNIH31_16670
ko:K14220	kpy:KPNIH31_16630
ko:K14220	kpy:KPNIH31_16685
ko:K14232	kpy:KPNIH31_17580
ko:K14219	kpy:KPNIH31_19800
ko:K14219	kpy:KPNIH31_19820
ko:K14219	kpy:KPNIH31_19810
ko:K14219	kpy:KPNIH31_19815
ko:K14233	kpy:KPNIH31_19825
ko:K14225	kpy:KPNIH31_21320
ko:K22443	kpy:KPNIH31_09335
ko:K01612	kpy:KPNIH31_20185
ko:K20542	kpy:KPNIH31_24455
ko:K20542	kpy:KPNIH31_24495
ko:K20543	kpy:KPNIH31_24505
ko:K20543	kpy:KPNIH31_24450
ko:K19591	kpy:KPNIH31_06475
ko:K20541	kpy:KPNIH31_24460
ko:K21759	kpy:KPNIH31_20180
ko:K20541	kpy:KPNIH31_24510
ko:K22602	kpy:KPNIH31_12975
ko:K22132	kpy:KPNIH31_20595
ko:K22003	kpy:KPNIH31_15775
ko:K18301	kpy:KPNIH31_14785
ko:K02438	kpy:KPNIH31_24015
ko:K02790	kpy:KPNIH31_11625
ko:K02791	kpy:KPNIH31_11625
ko:K01200	kpy:KPNIH31_03355
ko:K13877	kpy:KPNIH31_04595
ko:K21029	kpy:KPNIH31_08585
ko:K04333	kpy:KPNIH31_21675
ko:K21061	kpy:KPNIH31_04615
ko:K21062	kpy:KPNIH31_04600
ko:K21088	kpy:KPNIH31_13115
ko:K21021	kpy:KPNIH31_19400
ko:K21086	kpy:KPNIH31_21105
ko:K02495	kpy:KPNIH31_00140
ko:K21028	kpy:KPNIH31_10400
ko:K08968	kpy:KPNIH31_16150
ko:K13609	kpy:KPNIH31_04585
ko:K00821	kpy:KPNIH31_23740
ko:K21090	kpy:KPNIH31_16055
ko:K00525	kpy:KPNIH31_19705
ko:K07336	kpy:KPNIH31_10590
ko:K06223	kpy:KPNIH31_23810
ko:K03676	kpy:KPNIH31_24835
ko:K01520	kpy:KPNIH31_24970
ko:K09935	kpy:KPNIH31_25210
ko:K06197	kpy:KPNIH31_15585
ko:K00287	kpy:KPNIH31_03985
ko:K02315	kpy:KPNIH31_04480
ko:K04068	kpy:KPNIH31_05405
ko:K18640	kpy:KPNIH31_01935
ko:K03546	kpy:KPNIH31_05775
ko:K09961	kpy:KPNIH31_15110
ko:K01160	kpy:KPNIH31_15155
ko:K02314	kpy:KPNIH31_15230
ko:K00558	kpy:KPNIH31_15295
ko:K00857	kpy:KPNIH31_15430
ko:K06217	kpy:KPNIH31_07690
ko:K07313	kpy:KPNIH31_16180
ko:K00558	kpy:KPNIH31_16570
ko:K06217	kpy:KPNIH31_09515
ko:K06866	kpy:KPNIH31_19280
ko:K06191	kpy:KPNIH31_19695
ko:K00560	kpy:KPNIH31_20890
ko:K02316	kpy:KPNIH31_22110
ko:K06905	kpy:KPNIH31_22140
ko:K06906	kpy:KPNIH31_22145
ko:K06908	kpy:KPNIH31_22165
ko:K06907	kpy:KPNIH31_22170
ko:K06903	kpy:KPNIH31_22200
ko:K02335	kpy:KPNIH31_00125
ko:K06919	kpy:KPNIH31_26245
ko:K00558	kpy:KPNIH31_26630
ko:K01174	kpy:KPNIH31_26665
ko:K02314	kpy:KPNIH31_01520
ko:K03292	kpy:KPNIH31_03610
ko:K00526	kpy:KPNIH31_19710
ko:K00525	kpy:KPNIH31_17660
ko:K20938	kpy:KPNIH31_20495
ko:K02032	kpy:KPNIH31_07075
ko:K02032	kpy:KPNIH31_14345
ko:K02032	kpy:KPNIH31_07135
ko:K05934	kpy:KPNIH31_20670
ko:K14333	kpy:KPNIH31_00680
ko:K03292	kpy:KPNIH31_21840
ko:K21416	kpy:KPNIH31_02785
ko:K21417	kpy:KPNIH31_02790
ko:K13695	kpy:KPNIH31_14910
ko:K03651	kpy:KPNIH31_05210
ko:K21470	kpy:KPNIH31_09070
ko:K01451	kpy:KPNIH31_06820
ko:K01420	kpy:KPNIH31_11730
ko:K00863	kpy:KPNIH31_22510
ko:K01451	kpy:KPNIH31_10870
ko:K21698	kpy:KPNIH31_23265
ko:K21695	kpy:KPNIH31_23260
ko:K00875	kpy:KPNIH31_17170
ko:K21948	kpy:KPNIH31_12140
ko:K13638	kpy:KPNIH31_23470
ko:K21973	kpy:KPNIH31_12105
ko:K21963	kpy:KPNIH31_05525
ko:K21965	kpy:KPNIH31_05535
ko:K21974	kpy:KPNIH31_08155
ko:K21975	kpy:KPNIH31_08150
ko:K21966	kpy:KPNIH31_05540
ko:K21968	kpy:KPNIH31_05550
ko:K21976	kpy:KPNIH31_08145
ko:K21990	kpy:KPNIH31_18130
ko:K22041	kpy:KPNIH31_09835
ko:K22015	kpy:KPNIH31_01785
ko:K22015	kpy:KPNIH31_01790
ko:K22015	kpy:KPNIH31_14495
ko:K22024	kpy:KPNIH31_12315
ko:K22044	kpy:KPNIH31_08465
ko:K22051	kpy:KPNIH31_02225
ko:K21964	kpy:KPNIH31_05530
ko:K21967	kpy:KPNIH31_05545
ko:K21972	kpy:KPNIH31_08165
ko:K21973	kpy:KPNIH31_08160
ko:K08319	kpy:KPNIH31_12145
ko:K15576	kpy:KPNIH31_15555
ko:K22131	kpy:KPNIH31_12130
ko:K05275	kpy:KPNIH31_21090
ko:K22444	kpy:KPNIH31_09325
ko:K14274	kpy:KPNIH31_19380
ko:K22024	kpy:KPNIH31_09905
ko:K22129	kpy:KPNIH31_09910
ko:K13874	kpy:KPNIH31_12645
ko:K22130	kpy:KPNIH31_12135
ko:K22129	kpy:KPNIH31_12310
ko:K03595	kpy:KPNIH31_19220
ko:K22105	kpy:KPNIH31_00545
ko:K22110	kpy:KPNIH31_21065
ko:K08994	kpy:KPNIH31_13295
ko:K03077	kpy:KPNIH31_03905
ko:K15634	kpy:KPNIH31_04275
ko:K02257	kpy:KPNIH31_06045
ko:K22302	kpy:KPNIH31_26235
ko:K22293	kpy:KPNIH31_12040
ko:K13566	kpy:KPNIH31_02980
ko:K11206	kpy:KPNIH31_07550
ko:K00424	kpy:KPNIH31_07975
ko:K22489	kpy:KPNIH31_20195
ko:K22601	kpy:KPNIH31_12985
