ko:K10563	ecw:EcE24377A_4136
ko:K22304	ecw:EcE24377A_1781
ko:K02560	ecw:EcE24377A_4852
ko:K22293	ecw:EcE24377A_1749
ko:K22302	ecw:EcE24377A_1777
ko:K22302	ecw:EcE24377A_1422
ko:K13566	ecw:EcE24377A_0251
ko:K11206	ecw:EcE24377A_0650
ko:K22488	ecw:EcE24377A_3179
ko:K22489	ecw:EcE24377A_3041
ko:K07319	ecw:EcE24377A_C0013
ko:K07319	ecw:EcE24377A_D0009
ko:K22501	ecw:EcE24377A_1095
ko:K00424	ecw:EcE24377A_0763
ko:K22505	ecw:EcE24377A_3177
ko:K22508	ecw:EcE24377A_3183
ko:K22509	ecw:EcE24377A_3182
ko:K22510	ecw:EcE24377A_3181
ko:K22514	ecw:EcE24377A_3186
ko:K22486	ecw:EcE24377A_3173
