ko:K19744	paeb:NCGM1900_1111
ko:K21831	paeb:NCGM1900_5663
ko:K21833	paeb:NCGM1900_6249
ko:K21834	paeb:NCGM1900_6250
ko:K21830	paeb:NCGM1900_6133
ko:K21832	paeb:NCGM1900_6262
ko:K08365	paeb:NCGM1900_6112
ko:K08365	paeb:NCGM1900_3719
ko:K21990	paeb:NCGM1900_3639
ko:K05802	paeb:NCGM1900_5179
ko:K03741	paeb:NCGM1900_4251
ko:K01816	paeb:NCGM1900_5083
ko:K22131	paeb:NCGM1900_0563
ko:K22132	paeb:NCGM1900_1429
ko:K22067	paeb:NCGM1900_4776
ko:K03595	paeb:NCGM1900_2007
ko:K07183	paeb:NCGM1900_4777
ko:K00304	paeb:NCGM1900_6268
ko:K00302	paeb:NCGM1900_6269
ko:K22209	paeb:NCGM1900_0920
ko:K12242	paeb:NCGM1900_0730
ko:K22292	paeb:NCGM1900_3131
ko:K22250	paeb:NCGM1900_5813
ko:K22296	paeb:NCGM1900_4971
ko:K01337	paeb:NCGM1900_0781
ko:K22345	paeb:NCGM1900_1877
ko:K22303	paeb:NCGM1900_0187
ko:K02257	paeb:NCGM1900_0105
ko:K02257	paeb:NCGM1900_5251
ko:K11391	paeb:NCGM1900_2461
ko:K13566	paeb:NCGM1900_1180
ko:K11206	paeb:NCGM1900_2306
ko:K22491	paeb:NCGM1900_5369
ko:K22452	paeb:NCGM1900_3438
ko:K22468	paeb:NCGM1900_0131
ko:K22549	paeb:NCGM1900_1310
ko:K22550	paeb:NCGM1900_1309
ko:K09123	paeb:NCGM1900_1317
ko:K22548	paeb:NCGM1900_1321
